,spread,growth
2025-04-23,1.8956799999999996,0.8279745064186272
2025-04-30,1.39338,2.494094311552786
2025-05-07,1.1713699999999996,0.12519237196251254
2025-05-14,0.6278600000000001,0.05596550889741536
2025-05-21,0.43335000000000035,0.8062451929394143
2025-05-28,0.35184000000000015,0.8683111148396705
2025-06-04,0.0645800000000003,0.7895279647687659
2025-06-11,-0.1779200000000003,0.5927971009633382
2025-06-18,0.8993200000000003,0.5670218408337035
2025-06-25,0.4653700000000005,0.4304759460424634
2025-07-02,0.33008000000000015,0.40528113612943173
2025-07-09,0.8491499999999998,0.5110205249930999
2025-07-16,0.48518000000000017,0.6567519952401568
2025-07-23,0.3092800000000002,2.2288722944765027
2025-07-30,0.23651999999999962,1.20555707864618
2025-08-06,-0.0925900000000004,1.031582808723286
2025-08-13,-0.39553999999999956,1.26611987085532
2025-08-20,-0.4898499999999997,2.175504435378528
2025-08-27,-0.18050000000000033,0.8890287027128352
2025-09-03,-0.15944000000000003,1.265610362463221
2025-09-10,-0.8826199999999997,1.2070795577781013
2025-09-17,-1.25826,1.429631293552447
2025-09-24,-0.73902,1.254557907482834
2025-10-01,-0.11576999999999993,1.1703645379935068
2025-10-08,0.07135999999999987,1.6174175013826897
2025-10-15,0.17070000000000007,0.7254428057866136
2025-10-22,-0.02051000000000025,0.8381358038846543
2025-10-29,0.12875000000000014,-0.23868959021307035
2025-11-05,-0.8130699999999997,-0.5822559571896591
2025-11-12,-0.5402699999999996,0.06800692308424061
2025-11-19,-0.27932000000000023,-0.48301194617828
2025-11-26,0.24695999999999962,0.35103502519824303
2025-12-03,0.2692800000000002,1.015663768866304
2025-12-10,0.15785000000000027,0.42936944306646296
2025-12-17,0.12408999999999981,0.21030578983598502
2025-12-24,0.51607,-0.21473782755840887
2025-12-31,0.14166999999999996,-0.2958465667774135
2026-01-07,0.12329999999999997,-0.01597697249096086
2026-01-14,0.004309999999999814,-0.17290692746421144
2026-01-21,-0.31562,0.21410336116325368
