date,sc_B,dep_B,sc_B_idx,dep_B_idx
2024-02-07,130.32108349548878,17470.8703,99.57419892919836,98.62600774655996
2024-02-14,131.75186530102008,17496.4248,100.66741384352326,98.77026720654575
2024-02-21,133.0233078205423,17450.5089,101.6388826724356,98.51106421142704
2024-02-28,134.6629100855042,17479.8667,102.89165066451365,98.67679394099991
2024-03-06,136.85184307047444,17511.4105,104.56414480469363,98.85486400904662
2024-03-13,140.43488600849645,17542.758,107.30183406197189,99.03182593050485
2024-03-20,142.4446651380733,17557.6032,108.8374424338833,99.11562958682293
2024-03-27,144.9663848039474,17601.6525,110.76420830260099,99.36429531030613
2024-04-03,146.89206357849625,17544.6451,112.23555826553542,99.04247892809585
2024-04-10,149.42655712182037,17557.1928,114.17208424812104,99.1133128096456
2024-04-17,152.21789660735655,17458.2896,116.30485805383705,98.5549875744477
2024-04-24,154.85934022486555,17562.1553,118.32310118975455,99.14132695862833
2024-05-01,155.2853242529754,17567.3544,118.64858204993433,99.17067675449256
2024-05-08,155.55478204859676,17562.5793,118.85446618951143,99.1437205100981
2024-05-15,155.14514483692906,17591.6352,118.54147541235285,99.3077459632825
2024-05-22,155.8233665071046,17586.4552,119.0596830399505,99.27850399013779
2024-05-29,155.1380598223206,17561.531,118.53606197781781,99.13780267989586
2024-06-05,155.80520667350066,17596.5615,119.04580768812485,99.33555575716333
2024-06-12,156.17896695578347,17593.1235,119.33138604353462,99.31614766765146
2024-06-19,156.46957880563028,17634.599,119.55343332377251,99.55028385629298
2024-06-26,156.4905560945049,17600.3314,119.56946140364548,99.35683747812051
2024-07-03,155.84993900317218,17558.5088,119.07998623985114,99.12074185147155
2024-07-10,156.85636815749857,17577.3163,119.84896677725214,99.22691335917791
2024-07-17,158.07505700574413,17588.5972,120.78012820219686,99.29059594119492
2024-07-24,159.5419902600154,17602.4522,121.90096528978694,99.36880975160416
2024-07-31,158.6951769671112,17676.4487,121.25394216028344,99.78653246700996
2024-08-07,159.3200142649405,17627.2576,121.73136048526688,99.50884041582107
2024-08-14,161.1947044254834,17648.4646,123.16375166840929,99.62855750548897
2024-08-21,163.1633944602925,17661.2949,124.66796516862009,99.700986711674
2024-08-28,164.33683795146916,17664.2929,125.56455605390569,99.71791092701915
2024-09-04,164.4323335974623,17722.5458,125.63752124262224,100.04675836667185
2024-09-11,165.16167306818255,17705.4441,126.1947863573412,99.95021638749643
2024-09-18,166.06313832208582,17738.3951,126.88356731367074,100.13623033674182
2024-09-25,166.6077919969881,17744.6739,127.29971988022086,100.17167522110107
2024-10-02,166.1472796210962,17797.0846,126.94785700664366,100.46754245698813
2024-10-09,166.2802145844689,17746.8917,127.04942838813065,100.1841950759351
2024-10-16,165.97750327841104,17820.8294,126.81813629786372,100.6015858554295
2024-10-23,165.77226253256512,17809.8771,126.66131836551475,100.53975827580159
2024-10-30,171.75266103201318,17832.437,131.2307508309879,100.66711271401532
2024-11-06,173.4644807623468,17828.4149,132.53869789363694,100.6444072815471
2024-11-13,179.15550242601162,17834.3449,136.8870267138754,100.6778831311124
2024-11-20,184.1744960684423,17787.3214,140.72188027686835,100.4124275472958
2024-11-27,190.20001850168515,17880.1106,145.3257905063351,100.93623822191324
2024-12-04,193.30419641410145,17827.7934,147.6975942135477,100.6408988092866
2024-12-11,197.9597072440566,17837.4063,151.25472210924264,100.69516525014426
2024-12-18,202.4112827880637,17810.4397,154.65602953301538,100.54293424763385
2024-12-25,202.69526243104025,17863.2207,154.87300935472297,100.84089188943899
2025-01-01,201.6139407515674,17784.1084,154.0468058185775,100.39428962071008
2025-01-08,203.4663091041426,17893.8728,155.46214161753022,101.01392816068007
2025-01-15,203.78398153323428,17899.0973,155.70486502651565,101.04342134382571
2025-01-22,210.07979347045588,17960.8746,160.51529487748772,101.39216461555394
2025-01-29,213.37128088946284,17909.6308,163.03021582690184,101.1028847268604
