date_utc,tier1_B_volume_usd,tier1_B_share,tier2_B_volume_usd,tier2_B_share,tier3_B_volume_usd,tier3_B_share
2023-02-01 00:00:00+00:00,1962217885.624933,0.37773040822994003,2966975861.874233,0.5711480930453362,265563790.87314993,0.05112149872472385
2023-02-02 00:00:00+00:00,1764080460.2893791,0.4209939760828729,2087631260.3360703,0.4982086728286817,338563106.352404,0.0807973510884453
2023-02-03 00:00:00+00:00,12021571548.610348,0.7729539353237546,3151730995.824091,0.20264762110788223,379463279.28191096,0.024398443568363185
2023-02-04 00:00:00+00:00,796845502.214531,0.4378135960323489,842337217.502593,0.46280826740163533,180873828.17421702,0.09937813656601584
2023-02-05 00:00:00+00:00,440438602.34874105,0.2691545359180367,823683474.5590901,0.5033576579256475,372256076.061005,0.22748780615631603
2023-02-06 00:00:00+00:00,2100013570.7917104,0.4474649538810891,2299898553.182495,0.4900558807546212,293223176.516334,0.062479165364289733
2023-02-07 00:00:00+00:00,1954496176.7088177,0.2030575602919974,7157928258.247464,0.7436553042085667,512906303.275016,0.05328713549943584
2023-02-08 00:00:00+00:00,2974618542.8706,0.5252654839515737,2296435123.776269,0.40551018198443567,392022689.508377,0.06922433406399053
2023-02-09 00:00:00+00:00,3849984886.5094404,0.617986234453224,1950991029.8515,0.3131663202665379,428911857.62126404,0.06884744528023808
2023-02-10 00:00:00+00:00,31324339142.893417,0.9027377715240991,2959405825.255352,0.08528727158582546,415522228.800677,0.011974956890075397
2023-02-11 00:00:00+00:00,709657805.63782,0.37341334856850056,921053219.311767,0.4846470567936427,269750777.92470795,0.14193959463785683
2023-02-12 00:00:00+00:00,773251617.4786029,0.36894914992332933,1186636554.728896,0.566191571073292,135933481.370754,0.0648592790033785
2023-02-13 00:00:00+00:00,4528498216.77952,0.3322730827814721,7374715428.672445,0.5411108303060601,1725630974.976717,0.12661608691246778
2023-02-14 00:00:00+00:00,17153353894.6534,0.7899569848046559,4060857710.003767,0.1870131597596899,500076925.74320596,0.02302985543565426
2023-02-15 00:00:00+00:00,5225990127.351827,0.5997270910464769,3171673728.532234,0.36397670347782374,316283213.328507,0.03629620547569929
2023-02-16 00:00:00+00:00,2407588609.140065,0.4130871405651975,3085774989.7917943,0.5294484124578015,334919038.590902,0.05746444697700095
2023-02-17 00:00:00+00:00,2152209492.3564568,0.447346895225129,2388750061.409873,0.4965129682940537,270093155.727383,0.05614013648081733
2023-02-18 00:00:00+00:00,1157662709.1154768,0.40562614518509915,1099271351.175359,0.3851667650505605,597079969.2712901,0.20920708976434021
2023-02-19 00:00:00+00:00,367062902.55133504,0.2250856899166481,1161467106.151667,0.7122202300655509,102239600.36127399,0.06269408001780113
2023-02-20 00:00:00+00:00,1148024387.456586,0.46626769878634067,1181879655.8727322,0.48001794509527396,132253190.476082,0.05371435611838542
2023-02-21 00:00:00+00:00,1980396133.349008,0.5477710291024939,1463620893.502903,0.404832704704492,171355141.686879,0.04739626619301406
2023-02-22 00:00:00+00:00,2602114671.945307,0.5646981567015914,1765748616.9068553,0.38319409975128255,240111150.34964,0.052107743547126176
2023-02-23 00:00:00+00:00,2822716926.492839,0.39298698742286187,4178222058.206614,0.5817044153550663,181784659.672871,0.02530859722207182
2023-02-24 00:00:00+00:00,2436727385.051127,0.46429224345590375,2611104473.473801,0.49751792560966396,200430242.331287,0.038189830934432234
2023-02-25 00:00:00+00:00,870537207.499824,0.5008941199065333,764237436.791444,0.43973081794019997,103191869.79411599,0.05937506215326673
2023-02-26 00:00:00+00:00,591789045.3793089,0.4376534228887214,673513245.341341,0.49809197971145,86884198.4726,0.06425459739982863
2023-02-27 00:00:00+00:00,2067291451.095025,0.5260585578408159,1589070635.3673606,0.40436688610391675,273412308.958784,0.0695745560552672
2023-02-28 00:00:00+00:00,1492116418.6325161,0.29062714395964656,3403584532.2745886,0.6629335616766044,238425195.409413,0.046439294363748995
2023-03-01 00:00:00+00:00,2021643938.545112,0.42581442740471354,2426561729.494216,0.5111013733458752,299505561.161577,0.06308419924941124
2023-03-02 00:00:00+00:00,3736105266.3736997,0.491603632599987,3380580864.579927,0.4448230750571327,483146373.56680006,0.06357329234288013
2023-03-03 00:00:00+00:00,6990299924.646788,0.5816626057997636,4691125302.798627,0.390348368049019,336366280.80428004,0.027989026151217483
2023-03-04 00:00:00+00:00,1493744897.0377898,0.10708353396824996,12381194073.82121,0.8875826245838464,74403581.47665398,0.005333841447903648
2023-03-05 00:00:00+00:00,724459413.4529918,0.4374360933532533,796718220.3011659,0.4810667089420223,134971514.56943902,0.08149719770472434
2023-03-06 00:00:00+00:00,3471003283.862119,0.5549041856074701,2386695516.913785,0.3815574990273196,397441048.389784,0.06353831536521039
2023-03-07 00:00:00+00:00,4259679268.7144747,0.5780639637631826,2429469190.3800135,0.3296935054116011,679723388.5537629,0.09224253082521637
2023-03-08 00:00:00+00:00,1680585375.1107547,0.4162697271133705,2115647491.3397412,0.5240316957001021,241018140.882664,0.059698577186527366
2023-03-09 00:00:00+00:00,2415195060.396582,0.48902897933409145,2295687056.090901,0.4648309845939627,227874404.00613305,0.04614003607194581
2023-03-10 00:00:00+00:00,11781632218.75839,0.62543354853984,4553098350.219718,0.24170339093549728,2502813797.2686677,0.1328630605246629
2023-03-11 00:00:00+00:00,8466137097.994676,0.29860420098433926,9790436362.059576,0.34531279063190284,10095797571.85462,0.35608300838375784
