day,tier1_share_pct,tier2_share_pct,tier3_share_pct,total_volume
2023-02-01 00:00:00+00:00,37.773040822994005,57.11480930453362,5.1121498724723855,5194757538.372315
2023-02-02 00:00:00+00:00,42.09939760828729,49.82086728286817,8.07973510884453,4190274826.9778533
2023-02-03 00:00:00+00:00,77.29539353237546,20.264762110788222,2.4398443568363186,15552765823.71635
2023-02-04 00:00:00+00:00,43.78135960323489,46.28082674016353,9.937813656601584,1820056547.891341
2023-02-05 00:00:00+00:00,26.91545359180367,50.33576579256474,22.748780615631603,1636378152.9688358
2023-02-06 00:00:00+00:00,44.74649538810891,49.00558807546212,6.247916536428973,4693135300.49054
2023-02-07 00:00:00+00:00,20.30575602919974,74.36553042085667,5.328713549943584,9625330738.231298
2023-02-08 00:00:00+00:00,52.52654839515737,40.551018198443565,6.922433406399053,5663076356.155247
2023-02-09 00:00:00+00:00,61.7986234453224,31.31663202665379,6.884744528023807,6229887773.982204
2023-02-10 00:00:00+00:00,90.2737771524099,8.528727158582546,1.1974956890075397,34699267196.94945
2023-02-11 00:00:00+00:00,37.341334856850054,48.46470567936427,14.193959463785685,1900461802.8742948
2023-02-12 00:00:00+00:00,36.894914992332936,56.6191571073292,6.48592790033785,2095821653.578253
2023-02-13 00:00:00+00:00,33.22730827814721,54.11108303060601,12.661608691246778,13628844620.428682
2023-02-14 00:00:00+00:00,78.99569848046559,18.701315975968992,2.302985543565426,21714288530.40037
2023-02-15 00:00:00+00:00,59.97270910464769,36.39767034778237,3.629620547569929,8713947069.212568
2023-02-16 00:00:00+00:00,41.308714056519754,52.94484124578015,5.7464446977000945,5828282637.522761
2023-02-17 00:00:00+00:00,44.7346895225129,49.651296829405375,5.614013648081733,4811052709.493712
2023-02-18 00:00:00+00:00,40.56261451850992,38.516676505056054,20.92070897643402,2854014029.562126
2023-02-19 00:00:00+00:00,22.508568991664806,71.22202300655509,6.269408001780113,1630769609.064276
2023-02-20 00:00:00+00:00,46.626769878634065,48.00179450952739,5.371435611838542,2462157233.8054
2023-02-21 00:00:00+00:00,54.77710291024939,40.4832704704492,4.739626619301406,3615372168.53879
2023-02-22 00:00:00+00:00,56.46981567015914,38.31940997512825,5.210774354712617,4607974439.201801
2023-02-23 00:00:00+00:00,39.298698742286184,58.17044153550663,2.530859722207182,7182723644.372324
2023-02-24 00:00:00+00:00,46.42922434559038,49.75179256096639,3.818983093443223,5248262100.8562155
2023-02-25 00:00:00+00:00,50.08941199065333,43.97308179402,5.937506215326673,1737966514.0853841
2023-02-26 00:00:00+00:00,43.76534228887214,49.809197971145,6.425459739982863,1352186489.19325
