date_utc,tier1_B_volume_usd,tier2_B_volume_usd,tier3_B_volume_usd,tier1_B_share,tier2_B_share,tier3_B_share
2023-03-13 00:00:00+00:00,4944756772.201022,178896103.9,2148644892.9862275,0.6799442114732935,0.02459966706265018,0.2954561214640562
2023-03-14 00:00:00+00:00,3560680024.1589746,1378587604.8,713452215.106874,0.6299056246166046,0.24388040497836153,0.12621397040503374
2023-03-15 00:00:00+00:00,2467627473.756436,405707371.37,633061844.739369,0.7037502290851397,0.11570492652544885,0.18054484438941143
2023-03-16 00:00:00+00:00,2799057011.843424,1298272424.45,487581630.009498,0.6104931963490549,0.2831619644690016,0.10634483918194367
2023-03-17 00:00:00+00:00,2240450847.08664,183708989.99,552692016.1010422,0.7526242344559536,0.06171250671876643,0.1856632588252799
2023-03-18 00:00:00+00:00,341135285.7230661,28815184.82,220193414.18738502,0.578054427995776,0.048827388651432636,0.37311818335279134
2023-03-19 00:00:00+00:00,300740912.65515196,1998002.0,168192885.642504,0.6386082071014666,0.004242656789660728,0.3571491361088728
2023-03-20 00:00:00+00:00,1696324879.263786,175593501.44,313972879.5950621,0.7760335155152548,0.08033039183110756,0.14363609265363764
2023-03-21 00:00:00+00:00,1144360644.6741009,46983015.97,191112974.09569794,0.8277732667466191,0.03398516437287234,0.13824156888050854
2023-03-22 00:00:00+00:00,1660798731.4218779,232503596.41,342903866.13875705,0.7426858649706821,0.1039723425491295,0.15334179248018842
2023-03-23 00:00:00+00:00,1919418087.8879905,189418680.26,207414959.92006493,0.828674217326518,0.08177810639692033,0.08954767627656174
2023-03-24 00:00:00+00:00,1875180788.3738918,1278729620.38,217061834.619341,0.5562729838728822,0.37933555308672995,0.0643914630403879
2023-03-25 00:00:00+00:00,101730681.98170196,117742257.74,154074237.17841998,0.272336904874809,0.31520050216168977,0.41246259296350124
2023-03-26 00:00:00+00:00,179922981.919611,0.0,131736669.03128102,0.5773059854577112,0.0,0.42269401454228883
2023-03-27 00:00:00+00:00,2068056774.7213666,218000000.0,199279569.65533602,0.832103380856491,0.08771448600638888,0.08018213313712005
2023-03-28 00:00:00+00:00,939335078.914051,70100367.04,145822593.28841498,0.8130954704543745,0.06067940205459788,0.12622512749102774
2023-03-29 00:00:00+00:00,435026146.9557381,0.0,212929315.79526496,0.6713827908923895,0.0,0.3286172091076106
2023-03-30 00:00:00+00:00,1447147943.081262,4995005.0,159407345.453301,0.8979849706752109,0.003099503018949915,0.09891552630583923
2023-03-31 00:00:00+00:00,1080486496.806413,200000.0,199639514.75848198,0.8439151333696442,0.000156210213799802,0.15592865641655598
2023-04-01 00:00:00+00:00,118055829.10987906,0.0,47466706.540905,0.7132311539677638,0.0,0.286768846032236
2023-04-02 00:00:00+00:00,149824973.46898597,0.0,75910093.00357799,0.6637204215110097,0.0,0.33627957848899015
2023-04-03 00:00:00+00:00,1065358751.1986297,2997003.0,126827705.94695099,0.8913767523764614,0.002507567331658812,0.10611568029187969
2023-04-04 00:00:00+00:00,1038652032.0466119,123996004.0,108597976.65639602,0.8170346429155447,0.09753895214691881,0.08542640493753667
2023-04-05 00:00:00+00:00,429729525.730401,6893106.9,68908377.74940899,0.8500557174673445,0.013635378954935223,0.13630890357772021
2023-04-06 00:00:00+00:00,716609643.3154567,5094905.09,92374684.73128301,0.8802701434285192,0.006258487973423363,0.11347136859805754
2023-04-07 00:00:00+00:00,354023843.138519,0.0,58772677.261983,0.8576231282062147,0.0,0.14237687179378544
2023-04-08 00:00:00+00:00,69999279.07114403,0.0,88591151.439631,0.4413840030933525,0.0,0.5586159969066475
2023-04-09 00:00:00+00:00,214027459.233895,0.0,51543203.277154006,0.8059152965549816,0.0,0.19408470344501838
2023-04-10 00:00:00+00:00,1502545897.1416051,104530004.0,79826075.076897,0.8907132236040386,0.06196566574325975,0.04732111065270175
2023-04-11 00:00:00+00:00,753579895.0614347,100000000.0,141399529.60293597,0.7573823904103689,0.10050459087003963,0.14211301871959137
2023-04-12 00:00:00+00:00,1159221343.1428673,3996004.0,123095957.549326,0.9011967293771106,0.0031065557554473236,0.0956967148674421
2023-04-13 00:00:00+00:00,783811488.2634952,0.0,112397586.259208,0.8745855298117039,0.0,0.1254144701882961
2023-04-14 00:00:00+00:00,991382776.187626,2397602.4,168376439.48666102,0.8530542184748902,0.002063062714697029,0.14488271881041284
2023-04-15 00:00:00+00:00,189577648.698962,120000000.0,37773810.87551001,0.5457804868049407,0.3454714143047154,0.10874809889034401
2023-04-16 00:00:00+00:00,76913696.107299,0.0,24611932.697075002,0.7575791158654251,0.0,0.2424208841345748
2023-04-17 00:00:00+00:00,1286706749.4088595,0.0,109864244.66165999,0.9213328608942079,0.0,0.07866713910579215
2023-04-18 00:00:00+00:00,1048177310.3823459,0.0,69851291.528238,0.9375228045070849,0.0,0.062477195492915
2023-04-19 00:00:00+00:00,963025487.5957357,0.0,119681798.880611,0.8894606138006944,0.0,0.11053938619930552
2023-04-20 00:00:00+00:00,1135113679.653632,1160000000.0,139029501.77685302,0.4663298725864408,0.47655372487919834,0.05711640253436072
2023-04-21 00:00:00+00:00,1164568012.8308117,716284.067197,173829105.330243,0.8696560059013666,0.0005348942561586799,0.1298090998424746
2023-04-22 00:00:00+00:00,230070159.160295,0.0,81023659.904347,0.7395523313579202,0.0,0.2604476686420798
2023-04-23 00:00:00+00:00,77969435.54215397,0.0,66054328.86534701,0.5413650716804428,0.0,0.45863492831955727
2023-04-24 00:00:00+00:00,855111416.3980346,0.0,138135406.77483702,0.8609253978446454,0.0,0.13907460215535467
2023-04-25 00:00:00+00:00,788707963.9561081,115484.52,108770591.14712201,0.8786911779039581,0.00012866007894668646,0.12118016201709522
2023-04-26 00:00:00+00:00,986604002.978447,0.0,128459939.05776298,0.884795898948016,0.0,0.11520410105198382
2023-04-27 00:00:00+00:00,1394383070.152149,0.0,188986197.85065,0.8806430049706409,0.0,0.11935699502935908
2023-04-28 00:00:00+00:00,1002621338.091172,1001284.53,90617396.00815,0.9162718608547014,0.0009150501836463988,0.0828130889616522
2023-04-29 00:00:00+00:00,93736318.310559,143000000.0,64353355.22483901,0.3113235907758184,0.4749415624949622,0.21373484672921944
2023-04-30 00:00:00+00:00,131494098.57055798,0.0,64417094.47149199,0.6711923730786242,0.0,0.3288076269213758
2023-05-01 00:00:00+00:00,585050200.3801888,0.0,160380491.740755,0.7848485534122148,0.0,0.2151514465877852
2023-05-02 00:00:00+00:00,861742683.077593,59000000.0,128314404.08049601,0.821444984859753,0.056240981279514414,0.12231403386073261
2023-05-03 00:00:00+00:00,870100262.2522982,0.0,112451041.87792401,0.885551989595629,0.0,0.11444801040437104
2023-05-04 00:00:00+00:00,630610064.7170061,0.0,71047191.90872799,0.8987437367206982,0.0,0.10125626327930184
2023-05-05 00:00:00+00:00,1200122012.670553,0.0,113017346.005629,0.9139334715246328,0.0,0.08606652847536717
2023-05-06 00:00:00+00:00,134150471.36586003,0.0,117645987.64788999,0.5327734627059802,0.0,0.46722653729401975
2023-05-07 00:00:00+00:00,43183628.151862,0.0,53211945.579406,0.4479835170881342,0.0,0.5520164829118658
2023-05-08 00:00:00+00:00,855142600.1252873,106000000.0,162925369.997585,0.7607570207981385,0.09430034732544963,0.14494263187641185
2023-05-09 00:00:00+00:00,749756935.3569171,36000000.0,142927056.60012102,0.8073326792000972,0.0387645316510047,0.1539027891488981
2023-05-10 00:00:00+00:00,784532721.4719701,10000000.0,116629389.297964,0.8610243031385909,0.010974995428146126,0.12800070143326298
2023-05-11 00:00:00+00:00,682241077.1678863,80000000.0,148742859.142693,0.7489057160886003,0.08781713574884137,0.16327714816255828
2023-05-12 00:00:00+00:00,615678420.524845,0.0,129902774.146336,0.8257697819167419,0.0,0.17423021808325814
2023-05-13 00:00:00+00:00,42435684.211582,0.0,42418966.09855899,0.5000985102935543,0.0,0.4999014897064456
2023-05-14 00:00:00+00:00,29664606.34095601,0.0,31756238.111151,0.48297294844402583,0.0,0.5170270515559741
2023-05-15 00:00:00+00:00,1152957402.3015406,0.0,109543425.48555401,0.913232987199255,0.0,0.08676701280074502
2023-05-16 00:00:00+00:00,899178602.819172,0.0,94282743.72619002,0.9050967165918972,0.0,0.0949032834081029
2023-05-17 00:00:00+00:00,885557936.2985078,0.0,122679808.079195,0.8783225397349962,0.0,0.1216774602650038
2023-05-18 00:00:00+00:00,907221970.2647107,13000000.0,97616644.439566,0.8913220201694699,0.012772162317478028,0.095905817513052
2023-05-19 00:00:00+00:00,705841596.535241,296738761.24,93816434.59453,0.6437829820804407,0.2706490599982728,0.08556795792128645
2023-05-20 00:00:00+00:00,30859535.38949801,0.0,21237759.399613995,0.5923442956955118,0.0,0.40765570430448816
2023-05-21 00:00:00+00:00,110887573.50309628,100000000.0,34477486.199896,0.45192894879704004,0.40755599073905335,0.14051506046390655
2023-05-22 00:00:00+00:00,699876018.0176713,60000000.0,85596475.831174,0.8277927704443997,0.07096623537314849,0.10124099418245183
2023-05-23 00:00:00+00:00,836144228.8076904,0.0,122370999.00791001,0.8723327543926597,0.0,0.12766724560734033
2023-05-24 00:00:00+00:00,2683840596.434734,160449550.45,163792497.18465698,0.8922097275904574,0.053339475484935756,0.0544507969246069
2023-05-25 00:00:00+00:00,848327878.325311,90000000.0,158509962.214601,0.7734305354634068,0.08205406184354291,0.14451540269305024
2023-05-26 00:00:00+00:00,667805516.416151,80814185.81,87061387.24194801,0.7991152663765567,0.09670457645683626,0.10418015716660711
2023-05-27 00:00:00+00:00,68288030.70393999,0.0,18820360.872359004,0.7839431938555071,0.0,0.21605680614449282
2023-05-28 00:00:00+00:00,144431684.27036303,0.0,44764671.566854,0.7633956987767293,0.0,0.23660430122327064
2023-05-29 00:00:00+00:00,224616902.15724897,0.0,90103794.223487,0.7137023549462308,0.0,0.28629764505376915
2023-05-30 00:00:00+00:00,948896438.0563532,0.0,81975122.064939,0.9204797908526123,0.0,0.0795202091473877
2023-05-31 00:00:00+00:00,893317199.147095,0.0,80106450.374788,0.9177064884193702,0.0,0.0822935115806298
2023-06-01 00:00:00+00:00,758668117.7654458,0.0,102245423.818789,0.8812361301337657,0.0,0.11876386986623436
2023-06-02 00:00:00+00:00,802941741.6496679,0.0,118200864.8054,0.871680167677527,0.0,0.12831983232247296
2023-06-03 00:00:00+00:00,101303321.05367798,0.0,25717919.244636998,0.7975305611546751,0.0,0.20246943884532487
2023-06-04 00:00:00+00:00,133188185.078902,0.0,26927983.228908,0.8318222106268419,0.0,0.16817778937315805
2023-06-05 00:00:00+00:00,1307544412.5230892,0.0,111939785.92236699,0.9211405198839426,0.0,0.0788594801160573
2023-06-06 00:00:00+00:00,978188823.807548,12572818.400403,174190259.218114,0.8396817264387546,0.010792564383999118,0.1495257091772464
2023-06-07 00:00:00+00:00,923215100.9594227,999001.0,124941300.34649599,0.8799602984746643,0.0009521954496009978,0.1190875060757347
2023-06-08 00:00:00+00:00,458182625.0858577,0.0,100617284.310147,0.8199404069000259,0.0,0.1800595930999741
2023-06-09 00:00:00+00:00,829951051.797555,1041958.04,150844024.047202,0.8453042848809168,0.0010612331823310504,0.15363448193675214
2023-06-10 00:00:00+00:00,509348623.33954805,11000000.0,185781608.221648,0.7213239152973524,0.015577862989494021,0.2630982217131535
2023-06-11 00:00:00+00:00,286749219.2987734,0.0,67008588.634220995,0.8105806087341169,0.0,0.18941939126588309
2023-06-12 00:00:00+00:00,1168642254.7952085,1760500010.0,154180976.322797,0.3790203502541179,0.5709748451030542,0.050004804642827964
2023-06-13 00:00:00+00:00,770766862.1661589,200000000.0,114274701.523821,0.7103569927265789,0.18432473620627526,0.10531827106714574
2023-06-14 00:00:00+00:00,719482715.8945758,80000000.0,184089986.18873796,0.7314992723675975,0.08133613288631467,0.1871645947460878
2023-06-15 00:00:00+00:00,877910100.5174145,382500000.0,1434610722.1263914,0.3257526224440031,0.1419284024769682,0.5323189750790286
2023-06-16 00:00:00+00:00,745521406.488826,2500000010.0,334238975.94391596,0.20826014167450546,0.6983707667375593,0.09336909158793533
2023-06-17 00:00:00+00:00,30603384.79566307,66000000.0,113627808.118775,0.14557014290509368,0.313940091786766,0.5404897653081403
2023-06-18 00:00:00+00:00,33100774.377262086,75000000.0,39234398.55044701,0.2246630843098354,0.5090434178727927,0.2662934978173719
2023-06-19 00:00:00+00:00,570535310.6451513,115000000.0,115928796.74101698,0.7118663273716025,0.1434873987994945,0.14464627382890297
2023-06-20 00:00:00+00:00,996277065.6965551,360000000.0,290308023.283262,0.6050565332847897,0.21863431316692353,0.17630915354828677
2023-06-21 00:00:00+00:00,923166956.8730046,70000001.3,232621446.85121903,0.7531209734805423,0.05710610494689471,0.18977292157256298
2023-06-22 00:00:00+00:00,1004912729.9725447,30000000.0,172455690.05615905,0.832316559968211,0.02484742809430678,0.1428360119374823
2023-06-23 00:00:00+00:00,1035999347.4792281,40000000.0,140280348.37066802,0.8517772277332198,0.03288717236379526,0.11533559990298511
2023-06-24 00:00:00+00:00,90202187.85318913,60000000.0,40726578.00119999,0.4724389614605344,0.3142533275774626,0.21330771096200307
2023-06-25 00:00:00+00:00,107026307.04669811,0.0,34951764.022042,0.7538227998243493,0.0,0.24617720017565073
2023-06-26 00:00:00+00:00,935051200.2025012,24000000.0,134157397.09549303,0.8553273387289495,0.021953724165103616,0.12271893710594696
2023-06-27 00:00:00+00:00,875572704.3125253,715284.72,100353972.45594198,0.8965135011996559,0.0007323919595978228,0.10275410684074628
2023-06-28 00:00:00+00:00,671557321.1829991,0.0,98860072.43188201,0.8716798539970393,0.0,0.1283201460029607
2023-06-29 00:00:00+00:00,803065207.9526283,0.0,110630540.965106,0.8789197157848802,0.0,0.1210802842151198
2023-06-30 00:00:00+00:00,1812170053.3700318,7860472.529999999,197935702.21638,0.8980180283103787,0.0038952448363504264,0.09808672685327098
2023-07-01 00:00:00+00:00,90828964.68202408,0.0,64352725.65558501,0.5853072259002917,0.0,0.41469277409970834
2023-07-02 00:00:00+00:00,31640040.923074093,0.0,32517456.167435,0.4931620209316839,0.0,0.5068379790683162
2023-07-03 00:00:00+00:00,1067480716.4446199,0.0,105754419.516412,0.9098608486270866,0.0,0.09013915137291333
2023-07-04 00:00:00+00:00,416206380.30137825,178000000.0,93747646.054976,0.6049915609997273,0.25873821967835614,0.13627021932191663
2023-07-05 00:00:00+00:00,521183768.6351183,0.0,171494961.35711,0.7524177458732794,0.0,0.24758225412672066
2023-07-06 00:00:00+00:00,638100387.9035122,3051918.109232,114093181.042527,0.844891361604143,0.004040961729055193,0.15106767666680188
2023-07-07 00:00:00+00:00,679760415.8060209,0.0,105591116.63748202,0.8655492320630594,0.0,0.13445076793694052
2023-07-08 00:00:00+00:00,34725152.613306105,60000000.0,8866342.445646001,0.33521238971929723,0.579198127856491,0.08558948242421176
2023-07-09 00:00:00+00:00,41464149.26877393,7900000.0,16520761.614533,0.6293421166223294,0.1199060588241852,0.2507518245534854
2023-07-10 00:00:00+00:00,774752203.9446177,40999001.0,124322087.98842499,0.8241402130757053,0.04361255798692302,0.1322472289373717
2023-07-11 00:00:00+00:00,392590126.647689,10109890.11,95902611.78303401,0.7873807801549214,0.020276447678563094,0.19234277216651544
2023-07-12 00:00:00+00:00,2200652026.1617026,145379620.38,119323987.146806,0.8926306598895132,0.05896902596664815,0.04840031414383855
2023-07-13 00:00:00+00:00,1342647253.710706,3000000.0,172780545.30191103,0.8842351638871369,0.0019757277902517326,0.11378910832261135
2023-07-14 00:00:00+00:00,912165461.7391578,2192511.960968,104880112.350681,0.8949483680240814,0.0021511283683120805,0.10290050360760652
2023-07-15 00:00:00+00:00,169949532.89396057,40000000.0,39169426.85267401,0.6822023224037506,0.16056585994370656,0.15723181765254285
2023-07-16 00:00:00+00:00,63824515.502549075,0.0,22885367.723902002,0.7360696742707554,0.0,0.2639303257292447
2023-07-17 00:00:00+00:00,2875628137.961077,40000000.0,84808699.20309602,0.9584031572812386,0.013331392117490971,0.028265450601270427
2023-07-18 00:00:00+00:00,837316068.0425277,70000000.0,88732215.53092301,0.8406380311590409,0.0702777176111042,0.08908425122985487
2023-07-19 00:00:00+00:00,1106389652.8979156,0.0,85648535.53799501,0.928149503624229,0.0,0.07185049637577098
2023-07-20 00:00:00+00:00,919949129.0291959,35000000.0,73944120.14546101,0.8941152347604067,0.03401713445790008,0.07186763078169331
2023-07-21 00:00:00+00:00,821062708.7830771,0.0,94555393.542882,0.8967305328469573,0.0,0.10326946715304278
2023-07-22 00:00:00+00:00,119688178.59526491,51522105.087761,32699304.146181997,0.5869668997394778,0.25267132181599655,0.16036177844452573
2023-07-23 00:00:00+00:00,40769727.13440005,0.0,17367616.675393,0.7012657349428565,0.0,0.29873426505714357
2023-07-24 00:00:00+00:00,1638325394.4696553,65000000.0,93818232.32044801,0.9116274125490377,0.036168505973057465,0.052204081477904875
2023-07-25 00:00:00+00:00,646419076.8377857,0.0,102208690.00584602,0.8634719489008819,0.0,0.1365280510991181
2023-07-26 00:00:00+00:00,1037854039.5702705,70000000.0,129894927.50203602,0.8385012366644466,0.05655427866409259,0.10494448467146071
2023-07-27 00:00:00+00:00,786941703.1242597,0.0,101552450.131258,0.8857027367494077,0.0,0.11429726325059228
2023-07-28 00:00:00+00:00,996515374.9182227,41098901.1,118615491.58489798,0.8618662162487064,0.03554561753344109,0.10258816621785256
2023-07-29 00:00:00+00:00,89784037.85549289,0.0,20745992.577102996,0.8123044705958491,0.0,0.18769552940415093
2023-07-30 00:00:00+00:00,59920013.32849433,0.0,55445026.839416,0.5193948985002957,0.0,0.4806051014997042
2023-07-31 00:00:00+00:00,1530409185.063492,50000000.0,165156386.236792,0.8767411607021325,0.02864401132909298,0.09461482796877452
2023-08-01 00:00:00+00:00,881329597.8546621,70000000.0,665342428.879189,0.5451505211203567,0.0432988255146719,0.4115506533649715
2023-08-02 00:00:00+00:00,820758215.601334,0.0,139695727.35961202,0.8545523932892092,0.0,0.14544760671079085
2023-08-03 00:00:00+00:00,1458423272.9287164,70000000.0,138720754.73415202,0.8748034055421396,0.041987973947356795,0.08320862051050353
2023-08-04 00:00:00+00:00,1041415504.2402651,0.0,186270534.605222,0.8482751055958978,0.0,0.15172489440410214
2023-08-05 00:00:00+00:00,84045336.53997213,0.0,80853745.078092,0.509677408238308,0.0,0.49032259176169213
2023-08-06 00:00:00+00:00,51439685.41776208,0.0,99301283.614376,0.34124555353491925,0.0,0.6587544464650807
2023-08-07 00:00:00+00:00,1613468757.659573,255000000.344556,335634159.666116,0.7320296818830142,0.11569332733976556,0.15227699077722018
2023-08-08 00:00:00+00:00,1099417134.2733662,0.0,217197399.93516594,0.8350334176845985,0.0,0.1649665823154016
2023-08-09 00:00:00+00:00,586162265.0903052,0.0,137938749.177307,0.8095034443269985,0.0,0.19049655567300144
2023-08-10 00:00:00+00:00,1266886070.1677108,0.0,155499724.649192,0.8906768295803961,0.0,0.10932317041960389
2023-08-11 00:00:00+00:00,1548350744.1590652,0.0,144290126.72074795,0.9147544353896242,0.0,0.08524556461037584
2023-08-12 00:00:00+00:00,204490119.35926312,0.0,35337663.739709,0.8526540032889941,0.0,0.14734599671100596
2023-08-13 00:00:00+00:00,125605446.68259512,0.0,54283219.510351,0.6982399132798751,0.0,0.3017600867201248
2023-08-14 00:00:00+00:00,2469341777.9011197,0.0,238795393.25696197,0.9118230066777431,0.0,0.08817699332225695
2023-08-15 00:00:00+00:00,1051158175.1416088,0.0,146359038.82880703,0.877781265169836,0.0,0.122218734830164
2023-08-16 00:00:00+00:00,842419413.8674669,27000000.0,118434032.97809201,0.8527777238187547,0.02733198946282685,0.11989028671841848
2023-08-17 00:00:00+00:00,2089431316.1220832,176177190.0,267511424.90693504,0.8248450026103985,0.069549486323939,0.10560551106566242
2023-08-18 00:00:00+00:00,1713075372.0838683,0.0,265347393.817651,0.8658793265064666,0.0,0.13412067349353343
2023-08-19 00:00:00+00:00,732760657.150248,0.0,100726213.881007,0.8791508092306474,0.0,0.12084919076935269
2023-08-20 00:00:00+00:00,47822753.4167121,0.0,36779049.882176004,0.5652687242109958,0.0,0.43473127578900417
2023-08-21 00:00:00+00:00,958946932.114703,100899.1,128379869.72723301,0.8818489093886958,9.278695026124553e-05,0.11805830366104307
2023-08-22 00:00:00+00:00,805835833.9865562,21403250.0,123063905.16672197,0.847977795697094,0.022522553590061143,0.12949965071284492
2023-08-23 00:00:00+00:00,658148763.175836,0.0,82482492.33558398,0.8886321746188954,0.0,0.11136782538110446
2023-08-24 00:00:00+00:00,663600801.4843454,0.0,93979440.60579,0.875947872734241,0.0,0.12405212726575901
2023-08-25 00:00:00+00:00,710148710.0278603,45000000.0,60983018.37518099,0.870139813602686,0.055138157767807124,0.07472202862950689
2023-08-26 00:00:00+00:00,173208383.225468,44000000.0,24204737.967082996,0.717477088112858,0.18226018446157952,0.10026272742556236
2023-08-27 00:00:00+00:00,133387689.590391,0.0,16179509.336559,0.8918244812188986,0.0,0.10817551878110133
2023-08-28 00:00:00+00:00,599679077.035444,76214000.01,67716706.08627401,0.8064432322419041,0.10249192753896295,0.09106484021913296
2023-08-29 00:00:00+00:00,1480980543.8354619,0.0,150036928.29311,0.9080102262195247,0.0,0.09198977378047529
2023-08-30 00:00:00+00:00,610488883.883596,0.0,93662842.01715,0.8669848577061467,0.0,0.13301514229385314
2023-08-31 00:00:00+00:00,651608664.4255465,0.0,71963183.663872,0.9005445224909042,0.0,0.09945547750909574
2023-09-01 00:00:00+00:00,927679243.156407,29734010.84483,127456075.07343201,0.8551068947148353,0.027407919136391654,0.11748518614877304
2023-09-02 00:00:00+00:00,138018953.06926584,0.0,65512399.968911,0.6781213361431215,0.0,0.3218786638568786
2023-09-03 00:00:00+00:00,212990206.41522956,0.0,12268986.085951,0.9455339160647719,0.0,0.05446608393522808
2023-09-04 00:00:00+00:00,512033365.7519246,0.0,32660535.323713996,0.9400387350414291,0.0,0.05996126495857095
2023-09-05 00:00:00+00:00,1031578965.0011749,100899.1,71833482.28848101,0.9348133109365396,9.143441747225776e-05,0.06509525464598799
2023-09-06 00:00:00+00:00,718200096.2141243,50000000.0,149351078.91696498,0.7827357379946858,0.05449287337336423,0.16277138863195
2023-09-07 00:00:00+00:00,712163735.0633521,0.0,68586691.305659,0.9121528609025152,0.0,0.08784713909748468
2023-09-08 00:00:00+00:00,720364149.5797876,1101581.42,59845410.74726701,0.9219939548910231,0.0014099138757151261,0.07659613123326181
2023-09-09 00:00:00+00:00,151233827.10025582,0.0,10001346.407097,0.9379704428659239,0.0,0.062029557134076006
2023-09-10 00:00:00+00:00,176004827.4103207,0.0,22216132.395297002,0.8879223851146574,0.0,0.11207761488534264
