source_gateway,counterparty_address,counterparty_label,interaction_count,total_volume_usd,volume_in_usd,volume_out_usd,stablecoin_transfers,source
Curve 3pool,0xa79828df1850e8a3a3064576f380d90aecdd3359,Curve.fi: 3pool Zap Depositer [0xa79828],3903,153864786.4016708,76513567.4457567,77351218.95591412,3903,v2
Curve 3pool,0x365084b05fa7d5028346bd21d842ed0601bab5b8,High Activity [0x365084],1474,142431409.55915096,71288509.6392557,71142899.91989526,1474,v2
Curve 3pool,0x9d6b911199b891c55a93e4bc635bf59e33d002d8,​​🤖 MEV Bot [0x9d6b91],416,140124467.5169471,70067871.27312344,70056596.24382363,416,v2
Curve 3pool,0x16c6521dff6bab339122a0fe25a9116693265353,Curve.fi: Router [0x16c652],3317,139082515.23414022,69544133.541324,69538381.69281621,3317,v2
Curve 3pool,0xc5fa220347375ac4f91f9e4a4aab362f22801504,Curve.fi: XAUt-3Pool Deposit address [0xc5fa22],451,135447036.93422666,67728120.69939706,67718916.2348296,451,v2
Curve 3pool,0xaf92e072cb195e7549f18ed99e72800f9203c72d,MEV Bot [0xaf92e0],1226,133052458.07311231,66524237.97322914,66528220.09988318,1226,v2
Curve 3pool,0x8c864d0c8e476bf9eb9d620c10e1296fb0e2f940,High Activity [0x8c864d],460,119690689.49759571,59851850.6433754,59838838.854220316,460,v2
Curve 3pool,0x76edf8c155a1e0d9b2ad11b04d9671cbc25fee99,High Activity [0x76edf8],790,112321139.40011036,57639140.72265887,54681998.67745149,790,v2
Curve 3pool,0x4ee9775db5c1e73ea170678c109ef079b2ad4811,MEV Bot [0x4ee977],1342,108387190.95882177,54230636.099364616,54156554.859457165,1342,v2
Curve 3pool,0x7f9b6bb65c8f9105f46ec3b18cb31845c85b6e72,High Activity [0x7f9b6b],60,102165601.50322571,51085515.91270743,51080085.59051828,60,v2
Curve 3pool,0x81463b0f960f247f704377661ec81c1fd65b5128,High Activity [0x81463b],959,93271223.58251609,46636151.11081167,46635072.471704416,959,v2
Curve 3pool,0x5050e08626c499411b5d0e0b5af0e83d3fd82edf,MEV Bot [0x5050e0],540,91846740.82955378,45924883.65964107,45921857.16991271,540,v2
Curve 3pool,0xad6cea45f98444a922a2b4fe96b8c90f0862d2f4,​​🤖 DEX Aggregator [0xad6cea],15550,84554658.88837469,42280751.48802464,42273907.40035004,15550,v2
Curve 3pool,0x72905e2b2a42aaad137cb1d1d7f2974a75a8cd2c,SwapperCurve [0x72905e],20,83837831.30247481,41922941.683804706,41914889.618670106,20,v2
Curve 3pool,0x13cf8829d2eaf6a70a33c6b9bb67b6c2f5d135be,​​🤖 MEV Bot [0x13cf88],302,81292251.78228147,40269542.8981626,41022708.88411887,302,v2
Curve 3pool,0xbf060fe5b35aefbb80041e313510294e501b5e38,High Activity [0xbf060f],8,76358903.23681436,38145437.65921332,38213465.577601045,8,v2
Curve 3pool,0xed279fdd11ca84beef15af5d39bb4d4bee23f0ca,Curve.fi: LUSD Swap [0xed279f],3296,75698503.41669746,32346731.801978715,43351771.61471874,3296,v2
Curve 3pool,0x06cff7088619c7178f5e14f0b119458d08d2f5ef,MEV: DEX Trading Bot [0x06cff7],4820,74135831.35248908,36963753.67926938,37172077.67321971,4820,v2
Curve 3pool,0x7882570840a97a490a37bd8db9e1ae39165bfbd6,​​🤖 Odos: DEX Aggregator [0x788257],310,72090512.75738728,36568203.09121618,35522309.6661711,310,v2
Curve 3pool,0x8e0534962bf21898f519538d50aaccb88ee3376b,[0x8e0534],102,71391195.36591232,35697868.670048386,35693326.69586393,102,v2
Curve 3pool,0x84d3e3734d03728f75c6701f8c305d6cb939039b,[0x84d3e3],70,71272487.17538282,35638936.85038671,35633550.32499611,70,v2
Curve 3pool,0x1f560aee3d0c615f51466dcd9a312cfa858271a5,MainnetSettler [0x1f560a],302,70754221.97037312,35377047.45543796,35377174.51493516,302,v2
Curve 3pool,0x55877bd7f2ee37bde55ca4b271a3631f3a7ef121,Open Ocean: Aggregator Caller [0x55877b],2776,70337541.14476784,35170087.92573053,35167453.21903731,2776,v2
Curve 3pool,0x6aa7a8539543210563af6cf575cc5079b194d0c8,1inch: Contract [0x6aa7a8],694,66014579.17794244,33008412.89288971,33006166.285052735,694,v2
Curve 3pool,0x4f062658eaaf2c1ccf8c8e36d6824cdf41167956,Curve.fi: GUSD Swap [0x4f0626],1982,61908770.43302706,27782908.941423386,34125861.49160367,1982,v2
Curve 3pool,0x3ced11c610556e5292fbc2e75d68c3899098c14c,High Activity [0x3ced11],6151,61253303.90321091,30561144.386448763,30692159.516762145,6151,v2
Curve 3pool,0x85cd07ea01423b1e937929b44e4ad8c40bbb5e71,​​🤖 🏦 SushiSwap: DEX Aggregator [0x85cd07],14455,60875046.69941274,30503718.46547441,30371328.23393833,14455,v2
Curve 3pool,0x3b0aa7d38bf3c103bf02d1de2e37568cbed3d6e8,High Activity [0x3b0aa7],6691,58365167.717894286,28839220.632778794,29525947.08511549,6691,v2
Curve 3pool,0x82d88875d64d60cbe9cbea47cb960ae0f04ebd4d,MainnetSettler [0x82d888],436,56431780.16442755,28238022.66171523,28193757.502712317,436,v2
Curve 3pool,0xa230285d5683c74935ad14c446e137c8c8828438,Blast: USD Yield Manager Proxy [0xa23028],3884,55197248.602071464,27601635.26494488,27595613.33712658,3884,v2
Curve 3pool,0xb1336131f88df542439a091001cd7f3b2f552a4d,[0xb13361],127,52668307.49387194,26333800.69144393,26334506.802428007,127,v2
Curve 3pool,0x5a6a4d54456819380173272a5e8e9b9904bdf41b,Curve.fi: MIM-3Crv Pool [0x5a6a4d],1380,52096485.88056758,20081351.292138305,32015134.588429272,1380,v2
Curve 3pool,0x0c0435519ac226010638a61fd1d1bc652b5434de,High Activity [0x0c0435],89,46632529.628629826,23313706.506998204,23318823.121631622,89,v2
Curve 3pool,0x67e0c4cfc88b98b9ed718b49b8d2f812df738e42,[0x67e0c4],6,44391164.211383134,22197257.11545892,22193907.095924214,6,v2
Curve 3pool,0x990636ecb3ff04d33d92e970d3d588bf5cd8d086,​​🤖 DEX Aggregator [0x990636],342,42589181.57630427,21295237.62913818,21293943.947166093,342,v2
Curve 3pool,0x488c67d2de5350cbe06b2d42bb8774e3c7fef20a,[0x488c67],28,40685949.58864557,20343992.0571632,20341957.53148237,28,v2
Curve 3pool,0xfb2139331532e3ee59777fbbcb14af674f3fd671,Odos: [0xfb2139],207,39461609.145440936,22777738.829026204,16683870.316414732,207,v2
Curve 3pool,0x828ae1566824a9835acb6f565e1e9ea22bfb883a,High Balance [0x828ae1],616,39284242.93132382,19599983.63650038,19684259.294823438,616,v2
Curve 3pool,0x78d0ce01d2a51d9999cd681315ae677cf4a07e4f,​​🤖 MEV Bot [0x78d0ce],32,38900292.75704942,19455792.676469505,19444500.080579914,32,v2
Curve 3pool,0x23fc436d72028d7e4fec71f214d9a00b3da5782b,High Activity [0x23fc43],228,38654799.46273029,19327788.59694543,19327010.86578486,228,v2
Curve 3pool,0xd3f72b3e91c8124dfc1b4273e93594bb00c9be6f,​​🤖 DEX Aggregator [0xd3f72b],288,37707178.32302217,18854724.17424097,18852454.148781203,288,v2
Curve 3pool,0xb28ca7e465c452ce4252598e0bc96aeba553cf82,Odos: [0xb28ca7],162,36766327.39294464,18425914.30995983,18340413.082984813,162,v2
Curve 3pool,0xd768d1fe6ef1449a54f9409400fe9d0e4954ea3f,​​🤖 DEX Aggregator [0xd768d1],253,35478299.18356872,18393690.7291264,17084608.454442322,253,v2
Curve 3pool,0xd07c4f45bc9b389d286cb094f97bb6ba45f4bb30,MainnetSettler [0xd07c4f],170,34607590.81569451,17305087.297083322,17302503.51861119,170,v2
Curve 3pool,0x8331f9acce69b02c281f40a00706f758665cce77,MainnetSettlerIntent [0x8331f9],116,34134212.33453575,17067560.33247202,17066652.00206373,116,v2
Curve 3pool,0x50d3865a63d52c0a54e4679949647ea752107390,High Activity [0x50d386],2064,33919095.483091176,16758382.288785566,17160713.194305614,2064,v2
Curve 3pool,0xdbb2d351c0edb8d1edb0a5137140867efc8b9bfe,[0xdbb2d3],9,32029650.752634272,32029650.752634272,0.0,9,v2
Curve 3pool,0x1b303542e157109a42c4c3e013b4985cf56051ba,[0x1b3035],7,32014784.088429116,0.0,32014784.088429116,7,v2
Curve 3pool,0xc92814c1974355122a8a43781a090552634ee567,MainnetSettler [0xc92814],256,31954265.59077362,15978858.561929777,15975407.028843842,256,v2
Curve 3pool,0x159fcf40eac4effb0002b7aa34e4862cde17e72e,Top 100 on DAI Leaderboard [0x159fcf],52,31059545.43516124,15531892.02759412,15527653.407567121,52,v2
Curve 3pool,0x809305d724b6e79c71e10a097abadd1274b9c279,High Activity [0x809305],22,30844108.46420008,15427536.37279574,15416572.09140434,22,v2
Curve 3pool,0x07db6d3c0bccf748e18108f6143be7e39403af2d,​​🤖 MEV Bot [0x07db6d],154,30753171.964528084,15373877.165518008,15379294.799010076,154,v2
Curve 3pool,0x6a91d7916e72b55c362c04d8431f71877460badd,[0x6a91d7],7,28976284.42919469,0.0,28976284.42919469,7,v2
Curve 3pool,0xd6aa5fa69ee164e63788825fb13cbad2ca60c984,[0xd6aa5f],44,28933058.625462983,14469735.860513423,14463322.76494956,44,v2
Curve 3pool,0x5a1b2acd0c9992e14f2b6d8a326023e35a097a3a,MainnetSettler [0x5a1b2a],432,28200922.172389157,14102261.625876611,14098660.546512548,432,v2
Curve 3pool,0xdf21dbd780b87d6767a30c3cd583d0c5724fe0d5,[0xdf21db],142,28109387.220528252,14055102.334450055,14054284.886078198,142,v2
Curve 3pool,0x9ed181da6b359c3ee23c1d6912a6b4b0c349a165,​​🤖 DEX Aggregator [0x9ed181],230,27419344.251042143,13710083.445269026,13709260.805773117,230,v2
Curve 3pool,0x2141af658ffda533da864dd11b2ffdb8529c8b94,SwapExecutorMainnet [0x2141af],26,26747864.59532632,13374788.423599679,13373076.171726642,26,v2
Curve 3pool,0xcde51b16717139891d40a872215d96a5ef38eee0,MEV: MEV Bot [0xcde51b],803,26457542.95105615,13201342.895412674,13256200.055643475,803,v2
Curve 3pool,0x2905d7e4d048d29954f81b02171dd313f457a4a4,High Activity [0x2905d7],8452,25970742.469740003,12963231.823284725,13007510.64645528,8452,v2
Curve 3pool,0x111111125421ca6dc452d289314280a0f8842a65,1inch: Aggregation Router V6 [0x111111],406,25908179.969612733,12954652.134522699,12953527.835090034,406,v2
Curve 3pool,0x8ce45e650ab17b6ca0dd6071f7c2b5c69b5b42b2,MEV Bot [0x8ce45e],166,25431872.96209471,18104741.277023878,7327131.685070832,166,v2
Curve 3pool,0x94e3f7e2f130cef3f0e4d5425c9b2a4308a6e519,[0x94e3f7],10,23571692.70146014,11786402.67633403,11785290.02512611,10,v2
Curve 3pool,0x890651b3222d5f4164347e97e75a4615ed1ea17c,[0x890651],42,22767598.717020974,11385210.066094091,11382388.650926884,42,v2
Curve 3pool,0xe8d408da40f5592338b469635297c3c81fcfdb86,[0xe8d408],3,22229228.315821934,22229228.315821934,0.0,3,v2
Curve 3pool,0xb35cae7957f46fa9013fe85dc68aa81c88cb6099,[0xb35cae],3,22219154.45983441,0.0,22219154.45983441,3,v2
Curve 3pool,0xa35f21424cf3ca115a6fdf33f44e993ed26c8d0c,[0xa35f21],7,22204242.369660348,22204242.369660348,0.0,7,v2
Curve 3pool,0x50fc9731dace42caa45d166bff404bbb7464bf21,Token Millionaire [0x50fc97],14,22048150.522533596,11024384.928194184,11023765.594339412,14,v2
Curve 3pool,0xf0d4c12a5768d806021f80a262b4d39d26c58b8d,Curve.fi: Router [0xf0d4c1],3550,21556321.785551563,11199943.050858565,10356378.734692998,3550,v2
Curve 3pool,0xa31da00017f0f1c5d057a321027a0c57c1637c4d,High Balance [0xa31da0],84,21031156.849119492,10516080.965825338,10515075.883294154,84,v2
Gemini,0xd1917932a7db6af687b523d5db5d7f5c2734763f,BulkSender: BulkSender Proxy [0xd19179],1,0.0,0.0,0.0,0,v2
Kraken,0xf30ba13e4b04ce5dc4d254ae5fa95477800f0eb0,Kraken: Hot Wallet [0xf30ba1],1,3273.4949764419116,0.0,3273.4949764419116,0,v2
Kraken,0x19103a17783b454985571aa4720e588c456dfd6d,Visit website nanoeth .io to claim rewards [0x19103a],1,0.00045928179958571754,0.00045928179958571754,0.0,0,v2
Kraken,0x3616a64e85d8c0d3343662fd53c63abeb93a799a,Empty Contract [0x3616a6],1,0.0,0.0,0.0,0,v2
OKX,0x91d40e4818f4d4c57b4578d9eca6afc92ac8debe,OKX: Wallet [0x91d40e],1500,1819895798.820788,10.000238872129774,1819895788.820549,29,v2
OKX,0x0af6b0b2f1e8b1a259fffc70f2c19e177e4638c4,​​🏦 OKX [0x0af6b0],95,1490886018.6012657,41725420.78981773,1449160597.8114479,1,v2
OKX,0x4c6defe1149bf3e3467c79cc8c4e38fc2580c1de,OKX: Deposit [0x4c6def],2,429649987.89462143,429649050.24498993,937.6496315229152,0,v2
OKX,0xabca56f063002709dae1110bf04d44b8617b43fb,OKX: Deposit [0xabca56],2,429649987.89462143,429649050.24498993,937.6496315229152,0,v2
OKX,0x062e571b18b066eb99f81855796588fe26aba0cc,OKX: Deposit [0x062e57],2,429649987.89462143,429649050.24498993,937.6496315229152,0,v2
OKX,0x9e351e8726d33712bed338ee95c88f66ff5143ef,OKX: Deposit [0x9e351e],12,214270843.95964673,214270843.95964673,0.0,0,v2
OKX,0x3c9df24f248ff949161a5a43bbf6dd69378d7799,OKX: Wallet [0x3c9df2],4063,181205184.88690487,48864224.33180357,132340960.5551013,60,v2
OKX,0x03ae1a796dfe0400439211133d065bda774b9d3e,OKX: Wintermute Trading Deposit [0x03ae1a],1550,168876026.12516236,168876026.12516236,0.0,37,v2
OKX,0xb28514d9ae170cabdaf7191181a72226b1002afa,OKX: Deposit [0xb28514],1837,129538707.87141386,129538707.87141386,0.0,0,v2
OKX,0x2ce910fbba65b454bbaf6a18c952a70f3bcd8299,OKX: Wallet [0x2ce910],258,127582583.25199956,115624326.1460042,11958257.10599535,67,v2
OKX,0x7d4736709bd37e5b0c31210335376a935a18c725,OKX: Deposit [0x7d4736],1,97365986.51673467,97365986.51673467,0.0,0,v2
OKX,0xeae7380dd4cef6fbd1144f49e4d1e6964258a4f4,Binance: Wintermute Trading Deposit [0xeae738],638,64691846.676353775,0.0,64691846.676353775,0,v2
OKX,0x5f8215ee653cb7225c741c7aa8591468d1f158b8,OKX: Deposit [0x5f8215],1096,63660387.32363463,63660387.32363463,0.0,0,v2
OKX,0xc3e2cb8b1e8e14b52a8211fb95ecbb8af8fc86fa,OKX: Deposit [0xc3e2cb],1992,63336705.39377339,63336705.39377339,0.0,0,v2
OKX,0x9665e2e99bff8f1a0fc439ce2760284c460b291a,OKX: Deposit [0x9665e2],955,43401186.29721013,43401186.29721013,0.0,0,v2
OKX,0x83b49a806c16a6eb2e4680c68fc6ead14ea42202,OKX: Deposit [0x83b49a],1481,33533801.81712139,33533801.81712139,0.0,0,v2
OKX,0xdbf5e9c5206d0db70a90108bf936da60221dc080,Wintermute Market Making [0xdbf5e9],245,33438578.33166444,0.0,33438578.33166444,0,v2
OKX,0xad6eaa735d9df3d7696fd03984379dae02ed8862,Cumberland [0xad6eaa],213,32171472.62493764,0.0,32171472.62493764,8,v2
OKX,0x0ba51aa6c18b65888a65d7d25de2b2b457776062,OKX: Deposit [0x0ba51a],1274,31863170.14225115,31863170.14225115,0.0,0,v2
OKX,0xd8d6ffe342210057bf4dcc31da28d006f253cef0,GSR [0xd8d6ff],1242,30983870.361644894,0.0,30983870.361644894,0,v2
OKX,0xaebf02cc97072042ee7dba94ae4c7e052bfa4b50,ETH Millionaire [0xaebf02],1,30298581.906620447,30298581.906620447,0.0,0,v2
OKX,0x0a89639ec228e0bb73952944655266722830b5b3,OKX: Deposit [0x0a8963],5,28170853.003665954,28170853.003665954,0.0,0,v2
OKX,0x51c72848c68a965f66fa7a88855f9f7784502a7f,Wintermute Market Making [0x51c728],149,27243942.724144127,0.0,27243942.724144127,1,v2
OKX,0x892f9939f08b2751a3efc2fdce2d619175be9ccb,Binance: Deposit [0x892f99],879,26719177.768580545,0.0,26719177.768580545,0,v2
OKX,0xbcfe027b139cc5e0a1abb2c4d2555c396f5a48dc,OKX: Deposit [0xbcfe02],471,22796766.31297356,22796766.31297356,0.0,22,v2
OKX,0x054f0f4345912e26d8b53c33a26bbded9f1a5172,OKX: Deposit [0x054f0f],4,21914182.250121336,21914182.250121336,0.0,0,v2
OKX,0x06354ce08f96bc961b9f5110d513e1bedf256ce6,Upbit: Deposit [0x06354c],2351,20899265.991422616,0.0,20899265.991422616,0,v2
OKX,0x41fbba5cb38d22b2d80606406944cedd7c97f6f9,Binance: Deposit [0x41fbba],615,20581988.90249219,0.0,20581988.90249219,0,v2
OKX,0xe3792a9c235d434b702023b33f03c48c41631090,Upbit: Deposit [0xe3792a],515,20019435.74779102,0.0,20019435.74779102,0,v2
OKX,0xf95c04d72e9b037b34db803ca9e71443c6354ef8,OKX: Deposit [0xf95c04],912,19467884.18948828,19467884.18948828,0.0,14,v2
OKX,0xfa103c21ea2df71dfb92b0652f8b1d795e51cdef,SCP: CEX Bridge [0xfa103c],831,18561781.000669695,0.0,18561781.000669695,0,v2
OKX,0xd5762057a2094eeed98d261d9e0766797fe91ed4,OKX: Deposit [0xd57620],739,17523413.188313883,17523413.188313883,0.0,12,v2
OKX,0xbc772a2f76d2f76c25ff6cb6be8276663fc1410c,Upbit: Deposit [0xbc772a],342,16550742.033511827,0.0,16550742.033511827,0,v2
OKX,0x413dcbe25955a1782ab4cd118364211bfb90649c,"""overcloudoffogs"" on OpenSea [0x413dcb]",4,15863998.665910477,0.0,15863998.665910477,0,v2
OKX,0x28d20a1eb8bf597c815935baaee62db7edcf7b9b,OKX: Deposit [0x28d20a],106,15745749.929141844,15745749.929141844,0.0,0,v2
OKX,0x6035f113e42fa77cc548ed069837580258d3346e,Bybit: Deposit [0x6035f1],643,15425636.827612726,0.0,15425636.827612726,0,v2
OKX,0xb9a33d483b120e8e97d96902e8060c4bcc27d0d8,OKX: Deposit [0xb9a33d],3,14363986.706670422,14363986.706670422,0.0,0,v2
OKX,0x6e1acb844a60c5eacffdb1f05660c2ec63250400,OKX: Deposit [0x6e1acb],3,14353548.236973975,14353548.236973975,0.0,0,v2
OKX,0x27bffb0f09c18539f9a47a39958bb149fe42a155,Binance: Auros Global Deposit [0x27bffb],239,14048494.823429516,0.0,14048494.823429516,0,v2
OKX,0xbcfc9a7e2b4518d3cd5c5384292f601d0e244614,OKX: Deposit [0xbcfc9a],391,14013388.945570486,14013388.945570486,0.0,0,v2
OKX,0x9e404cc80a4ac266aa79faf3e4c120c9924f7901,OKX: Deposit [0x9e404c],13,13943003.679287517,13943003.679287517,0.0,5,v2
OKX,0x41019b3779cf9018020e0772739f0dc839c365a8,OKX: Deposit [0x41019b],4,13917116.064349884,13917116.064349884,0.0,0,v2
OKX,0xdce19b17645220d0857c47f3e7191c70058c6178,OKX: Cumberland Deposit [0xdce19b],23,13850751.222350335,13850751.222350335,0.0,7,v2
OKX,0x4af27708295dded663b2f546b532275d83257cb5,OKX: Deposit [0x4af277],3,13772796.362782653,13772796.362782653,0.0,0,v2
OKX,0x6d4beb94f60ec025e64a375a7df00980afc34bde,Gate: Deposit [0x6d4beb],559,13726779.497100912,0.0,13726779.497100912,0,v2
OKX,0xff8a035ea6c80673f741c2265985ed976a40d390,OKX: Wallet [0xff8a03],14481,13478726.582445316,6363005.110853059,7115721.471592258,0,v2
OKX,0xee1c6537e589a15a15f80961f5594c57bed936fb,OKX: Deposit [0xee1c65],388,13135691.639977584,13135691.639977584,0.0,0,v2
OKX,0x73843dc67c9924f8ddbc3bf6ba168cae8c6adda8,OKX: Deposit [0x73843d],25,12710620.502931789,12710620.502931789,0.0,0,v2
OKX,0xc683425081f6a3f7ef7a482e570f095529594576,OKX: Deposit [0xc68342],9,12679758.90074965,12679758.90074965,0.0,0,v2
OKX,0xf937ab31f8d0ed85f86486945b950522106d16bb,OKX: Deposit [0xf937ab],2,12663285.069353275,12663285.069353275,0.0,0,v2
OKX,0xc89b84a9bb8f6ac0a8c3a87e7c398039ba0e343e,​​🏦 Bitpanda [0xc89b84],189,12579767.039276628,0.0,12579767.039276628,0,v2
OKX,0xd1c1503cca47a2302349bf0827229fcf2626a453,Binance: Deposit [0xd1c150],5,12513158.736253634,0.0,12513158.736253634,0,v2
OKX,0x84b38bc60f3bd82640ecefa320dab2be62e2da15,Kraken: Deposit [0x84b38b],130,12411815.602909096,0.0,12411815.602909096,0,v2
OKX,0x3b0df221b9642a9cf05837b24ddb752c1f7ef8b3,Bybit: Deposit [0x3b0df2],157,12282915.591893528,0.0,12282915.591893528,0,v2
OKX,0xe0feafc01c110b712b3967a69d1be5fc2fc4b6f0,OKX: Deposit [0xe0feaf],4,11937769.632384997,11937769.632384997,0.0,0,v2
OKX,0x8e49045e3ec9effb24b206c5c3508ebd9afef4a2,OKX: Deposit [0x8e4904],3,11935835.317567475,11935835.317567475,0.0,0,v2
OKX,0x8fef490d614fce8b93bd6f28835dd35a8b3229a9,Upbit: Deposit [0x8fef49],310,11692668.420742236,0.0,11692668.420742236,0,v2
OKX,0xeb61e99629b891a3cb4bbfa655efbd714de7f855,Bybit: Deposit [0xeb61e9],241,11007651.746139362,0.0,11007651.746139362,0,v2
OKX,0x0084dfd7202e5f5c0c8be83503a492837ca3e95e,Bithumb [0x0084df],465,10612622.717005327,0.0,10612622.717005327,0,v2
OKX,0xd147cd0d39dd7477572cdf7186e427e5cd3aacaa,Coinbase: Deposit [0xd147cd],752,10313772.3155961,0.0,10313772.3155961,0,v2
OKX,0xc4db5db4c8945c120b0425a68435b2a15852e611,​​Hot Wallet [0xc4db5d],20,10247083.855630398,0.0,10247083.855630398,0,v2
OKX,0xc333e80ef2dec2805f239e3f1e810612d294f771,B2C2 [0xc333e8],87,10042766.291889707,0.0,10042766.291889707,0,v2
OKX,0x652a2ade712e21b9f83672bde4462c6f8723a30b,OKX: Deposit [0x652a2a],59,9988939.273765596,9988939.273765596,0.0,0,v2
OKX,0xe91b373212f8ae32925cbcf39ab3a7b0763c27c9,Binance: Deposit [0xe91b37],59,9854882.979320707,0.0,9854882.979320707,0,v2
OKX,0xd86af3fdf5b449bfec0464667a592abf15c02e71,OKX: Deposit [0xd86af3],9,9389081.700633755,9389081.700633755,0.0,0,v2
OKX,0x4cb33d80b2355e9ae963be47afb6cc62d1220d00,HitBTC: Deposit [0x4cb33d],287,9371782.737107009,0.0,9371782.737107009,0,v2
OKX,0xb5b2a3b109b837f2dd37a6ef8ace7a696a41ab9a,Deribit: Deposit [0xb5b2a3],102,9055439.894358158,0.0,9055439.894358158,0,v2
OKX,0x35c9a761e1562f3734b5baba8970f1bf38a116cc,OKX: Deposit [0x35c9a7],34,8963228.80025183,8963228.80025183,0.0,0,v2
OKX,0xe7e675e4bc99b047a44249a779f10e30ddede91f,MEXC: Deposit [0xe7e675],198,8695457.147935908,0.0,8695457.147935908,0,v2
OKX,0xd5f5475502120ad0e3dbaa25ecedffd19d6569fa,Binance: Deposit [0xd5f547],336,8422955.357508564,0.0,8422955.357508564,0,v2
OKX,0x4aa562d56c3f7d388598d88fb814755c1bb1083a,​​Deposit [0x4aa562],538,7951209.168117124,0.0,7951209.168117124,0,v2
OKX,0xd5ebb6f30f19f9565b2200dbac930f928e3474ce,OKX: Deposit [0xd5ebb6],857,7678874.838907857,7678874.838907857,0.0,0,v2
OKX,0xe09b56dfb7679c10983e2e94d266c4f96c535c4b,OKX: Deposit [0xe09b56],249,7337722.071067454,7337722.071067454,0.0,0,v2
OKX,0x76e16c2084d8e078f1b12b3675c369c7fa3fd3bc,OKX: Deposit [0x76e16c],95,7297901.153019747,7297901.153019747,0.0,0,v2
OKX,0xa568c38585ea73b262745b328e40e8e6fd6847f9,OKX: Deposit [0xa568c3],385,7271909.294771134,7271909.294771134,0.0,0,v2
OKX,0x95e63f78bd2fd5ea8a0d58182f3d998558881fda,Binance: Deposit [0x95e63f],348,7195897.443860328,0.0,7195897.443860328,0,v2
OKX,0x6e910b81bfa97f36ea2826ac4d99bd2dbb921192,​​🏦 OKX [0x6e910b],554,7076415.517393895,1258483.9831671475,5817931.534226748,5,v2
OKX,0x2f6b5ffbfeca54eea7164e9246279e3ad76a3cfd,OKX: Deposit [0x2f6b5f],54,6755694.367953345,6755694.367953345,0.0,0,v2
OKX,0x0b2fdf416cf2951499de9a1adac65c8e9907c8c2,Binance: Deposit [0x0b2fdf],39,6517173.860565086,0.0,6517173.860565086,0,v2
OKX,0x29824f907c5f43d88103ecd9dcdb2550a3128eb7,OKX: Deposit [0x29824f],90,6505324.625002588,6505324.625002588,0.0,0,v2
OKX,0x5b1f9231f72cce5ceeb0ff6ef7f06c813c4a1a43,OKX: Deposit [0x5b1f92],5,6467733.069766696,6467733.069766696,0.0,0,v2
OKX,0xe6026f60efc3d0e714f1b89c596aa484ffbd25c8,Binance: Deposit [0xe6026f],164,6462010.647365148,0.0,6462010.647365148,0,v2
OKX,0x39e274cb173999eca1cc3daf0c3e938d2cd69a50,KuCoin: Deposit [0x39e274],524,6363996.007592303,0.0,6363996.007592303,0,v2
OKX,0xd2db1953398e9f62e78dbc972b05e1748bb924da,OKX: Deposit [0xd2db19],82,6163061.540705134,6163061.540705134,0.0,0,v2
OKX,0x62b014b27a1f6054ea1800fc40ebcff6912d6d3a,Binance: Deposit [0x62b014],369,6107516.1808458,0.0,6107516.1808458,0,v2
OKX,0x774d1a67da5b284dd9e793f4d94ebca0e39d75ca,OKX: Deposit [0x774d1a],48,6064476.220902171,6064476.220902171,0.0,0,v2
OKX,0x9f2446e101724d7e85158ce97f6e9210cde8a2be,OKX: Deposit [0x9f2446],194,6055244.045345763,6055244.045345763,0.0,0,v2
OKX,0x64aa68e21c6b8a02d14cd40515ce326496fe8048,[0x64aa68],5,5880508.256853332,0.0,5880508.256853332,0,v2
OKX,0x240a7b31a390f25a32aa88cb81bfc91a6a28cd62,​​Yield Farmer [0x240a7b],9,5695242.137911929,0.0,5695242.137911929,0,v2
OKX,0xac1ee1f2c8e35cb99a7823d09595db103e67b719,FalconX: Deposit [0xac1ee1],12,5476667.133394468,0.0,5476667.133394468,0,v2
OKX,0x4e97a5973201e5a58cacd28eba0b82f9e8e9bd88,KuCoin: Deposit [0x4e97a5],326,5378791.467051666,0.0,5378791.467051666,0,v2
OKX,0x9f237bc6c23e7ff9c2ed604f837dcaa5a442be78,OKX: Deposit [0x9f237b],85,5332827.904109275,5332827.904109275,0.0,0,v2
OKX,0xaea6291cb48d9675b120f74e2f0b0de01db47a00,Flow Traders: Wallet [0xaea629],40,5262733.438071653,0.0,5262733.438071653,0,v2
OKX,0x9e2a589ec56166a150737fe3d7590071bfb80f67,Coinbase: Deposit [0x9e2a58],85,5221658.343373662,0.0,5221658.343373662,0,v2
OKX,0x5c2ab5dc71ced4d3a07f048dc9c068dfd4fc4d53,Coinbase: Deposit [0x5c2ab5],72,5088592.303113708,0.0,5088592.303113708,0,v2
OKX,0xcffad3200574698b78f32232aa9d63eabd290703,Crypto.com: Hot Wallet [0xcffad3],1,4999296.8413560325,0.0,4999296.8413560325,1,v2
OKX,0x14a8489a69ea53d1b90ba7cec4bfdfd31483d377,Bybit: Deposit [0x14a848],302,4966232.339275559,0.0,4966232.339275559,0,v2
OKX,0x8be56e8cc8847caa4b7ef86b0525b9e62cd652c0,OKX: Deposit [0x8be56e],45,4940664.905931917,4940664.905931917,0.0,0,v2
OKX,0x18e81a7044dbcd815603093d4adb7bc69be3a2e0,[0x18e81a],191,4903944.319152954,0.0,4903944.319152954,0,v2
