source_gateway,counterparty_address,counterparty_label,interaction_count,total_volume_usd,volume_in_usd,volume_out_usd,stablecoin_transfers,source
OKX,0xe401a6a38024d8f5ab88f1b08cad476ccaca45e8,Bybit: Wintermute Trading Deposit [0xe401a6],67,4884079.897327535,0.0,4884079.897327535,0,v2
Tether Treasury,0xc6cde7c39eb2f0f0095f41570af89efc2c1ea828,Tether: Multisig [0xc6cde7],38,42814492758.3618,33010595492.5462,9803897265.815603,37,v2
Tether Treasury,0x77134cbc06cb00b66f4c7e623d5fdbf6777635ec,Bitfinex: Hot Wallet [0x77134c],382,31832069456.16974,11389649713.921354,20442419742.248383,374,v2
Tether Treasury,0x18709e89bd403f470088abdacebe86cc60dda12e,HTX: Hot Wallet [0x18709e],54,24347465632.55242,24347465632.55242,0.0,54,v2
Tether Treasury,0x17dc4d78e8abca9408c43541beb3c8215655403a,​​Hot Wallet [0x17dc4d],306,19840610102.115387,0.0,19840610102.115387,306,v2
Tether Treasury,0xf2eb2aa3727187edd69285ce7e7fdfe2e494abce,Binance: Deposit [0xf2eb2a],32,13508220748.52045,0.0,13508220748.52045,32,v2
Tether Treasury,0xf4ae2cb37b95599d9dc30509d09f2695ffb830b1,[0xf4ae2c],139,7417062343.569288,148694694.31547835,7268367649.25381,139,v2
Tether Treasury,0xb99a2c4c1c4f1fc27150681b740396f6ce1cbcf5,Abraxas Capital [0xb99a2c],83,4480811343.924237,4379274398.401949,101536945.52228846,71,v2
Tether Treasury,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14 [0x28c6c0],60,2737994405.960128,2737994405.960128,0.0,60,v2
Tether Treasury,0x1dbbbc3fdb2c4fabd28fd9b84ed99ceb84bfbec5,Cumberland [0x1dbbbc],22,2050053125.9789298,0.0,2050053125.9789298,22,v2
Tether Treasury,0x0000000000000000000000000000000000000000,Burn Address [0x000000],5,2011913977.813994,2011913977.813994,0.0,0,v2
Tether Treasury,0xb5e4d21240e9356cafc3a1261d10383f62dfc24e,​​Hot Wallet [0xb5e4d2],7,1330144660.6220355,0.0,1330144660.6220355,7,v2
Tether Treasury,0xaea6291cb48d9675b120f74e2f0b0de01db47a00,Flow Traders: Wallet [0xaea629],69,1315568516.841248,0.0,1315568516.841248,69,v2
Tether Treasury,0x0fbef46bfcb0cea898100a32e8b7ea1c492cc8ca,​​🏦 Tether [0x0fbef4],46,1260037332.8837023,994944541.5423893,265092791.3413129,46,v2
Tether Treasury,0xfa780071f3971c4254db2ba26db2e3264aeb9cf2,High Balance [0xfa7800],34,1047239885.7336615,374554081.3454448,672685804.3882167,34,v2
Tether Treasury,0xed0c6079229e2d407672a117c22b62064f4a4312,Abraxas Capital [0xed0c60],25,1003694101.297058,998403371.7062099,5290729.590848085,24,v2
Tether Treasury,0x5c60b7d6d35375911c2d3ec4c1c37f0973315544,Bitfinex: Deposit [0x5c60b7],1,999151694.809227,0.0,999151694.809227,1,v2
Tether Treasury,0x21a31ee1afc51d94c2efccaa2092ad1028285549,Binance 15 [0x21a31e],49,930715317.5836796,930715317.5836796,0.0,49,v2
Tether Treasury,0xdfd5293d8e347dfe59e90efd55b2956a1343963d,Binance [0xdfd529],51,916713890.5420777,916713890.5420777,0.0,51,v2
Tether Treasury,0xf4124eff8782ef908b63f9edf2025fb7d74eb7cb,[0xf4124e],24,899065094.8797805,105017907.09631497,794047187.7834655,24,v2
Tether Treasury,0x9696f59e4d72e237be84ffd425dcad154bf96976,Binance 18 [0x9696f5],48,898275540.9376076,898275540.9376076,0.0,48,v2
Tether Treasury,0x76ca9981053b1a4f118f51e882cc7b0ee43e2cf1,Bitfinex: Deposit [0x76ca99],7,849383076.9117774,0.0,849383076.9117774,0,v2
Tether Treasury,0xb3987a9bbc5f3fbcf938318ab78abeaea6d19f48,​​Deposit [0xb3987a],51,830280154.5999478,0.0,830280154.5999478,51,v2
Tether Treasury,0x1d791f12bb6808dc08ab365e2ec8913273c00193,Upbit: USDT Main Wallet [0x1d791f],46,515103481.2562355,505114460.3332865,9989020.922948942,46,v2
Tether Treasury,0x2195cb272e3302dd234867bc85ca67b8560e3cdd,Gnosis Safe Proxy [0x2195cb],3,475079584.00674367,0.0,475079584.00674367,3,v2
Tether Treasury,0x56eddb7aa87536c09ccc2793473599fd21a8b17f,Binance 17 [0x56eddb],49,471940573.9689552,471940573.9689552,0.0,49,v2
Tether Treasury,0x85bd5b90dc1c51c04a52b49c5a4691a5ae54a8ce,​​🏦 Tether [0x85bd5b],9,437946193.4900403,198995057.4729436,238951136.0170967,9,v2
Tether Treasury,0x64ce525d15753e06e9dadba8186488210bd8cc35,Forwarder [0x64ce52],45,437078158.7127124,0.0,437078158.7127124,45,v2
Tether Treasury,0x5d1cb193989071960dc9a45a2c45942d737e5d36,Bitfinex: Deposit [0x5d1cb1],5,417063158.2397609,0.0,417063158.2397609,5,v2
Tether Treasury,0xd8d5ff2f6f0182521439dee88b5fd3fb1f091388,Bitfinex: Deposit [0xd8d5ff],43,342842723.2745886,0.0,342842723.2745886,43,v2
Tether Treasury,0x62f5d074831ffc0929f2153901bccb1b16150d2f,Bitfinex: Deposit [0x62f5d0],72,336510270.9614122,0.0,336510270.9614122,72,v2
Tether Treasury,0xa0c98f6203aec5dd09ba28459bc146343622843e,Binance: Deposit [0xa0c98f],13,201317040.5319307,0.0,201317040.5319307,13,v2
Tether Treasury,0x0090e10302a3ddeff920ba96a023423f306dc0a8,Matrixport: Wallet [0x0090e1],4,199923026.44700333,199923026.44700333,0.0,4,v2
Tether Treasury,0x79573ae4f1c55448f2472da8e2c38bb6fb21ef23,Bitfinex: Deposit [0x79573a],4,172953689.1622884,0.0,172953689.1622884,4,v2
Tether Treasury,0x22ddc64a5169a7f67cd8f444b3b48883f95fbc85,Token Millionaire [0x22ddc6],10,161744435.62734798,18648521.402905293,143095914.2244427,10,v2
Tether Treasury,0x7d8ccd69cde8dad6e5b4ae3240402102cf82c359,[0x7d8ccd],4,159076266.02273285,0.0,159076266.02273285,0,v2
Tether Treasury,0xc29bf263bded90b43585dafe876d4e9808eb56fe,Binance: Deposit [0xc29bf2],5,147352564.50502527,0.0,147352564.50502527,5,v2
Tether Treasury,0x20624ee36b93703bca070746ada20f61e6101dc6,[0x20624e],1,101179095.2357385,0.0,101179095.2357385,0,v2
Tether Treasury,0x4d88021c8c9740de8d954898e379b36331b39e60,Bitfinex: Deposit [0x4d8802],1,82559931.27685586,0.0,82559931.27685586,1,v2
Tether Treasury,0xba188b238f4e7a06c8b8b370273ca40201df717b,​​Hot Wallet [0xba188b],2,79856342.93233481,0.0,79856342.93233481,0,v2
Tether Treasury,0x33ef59db5c0e6a5bfaba2e3a1b7fbed55438cb53,Kraken: Deposit [0x33ef59],7,74996711.25011247,0.0,74996711.25011247,7,v2
Tether Treasury,0xec54ef6bc30760faae08e82442d96ab9f7469360,Bitfinex: Deposit [0xec54ef],82,67940306.14809476,0.0,67940306.14809476,82,v2
Tether Treasury,0x6ead39b799ff540ea4975b3cfa44b1d89a76a8cd,​​Deposit [0x6ead39],10,62502826.407165565,27499756.852069862,35003069.5550957,10,v2
Tether Treasury,0xb660f08a4bbd635b1a5fb22a721b915d943d7ea2,Bitfinex: Deposit [0xb660f0],4,61668919.04547626,0.0,61668919.04547626,4,v2
Tether Treasury,0x4a47970330218da5e0e4b942364caf9e2ffccbd6,Bitfinex: Deposit [0x4a4797],5,61375391.00559743,0.0,61375391.00559743,5,v2
Tether Treasury,0x014be4ab7c28f182e9bd1b220e5c36ef74fd3096,Bitfinex: Deposit [0x014be4],2,54995260.56004172,0.0,54995260.56004172,2,v2
Tether Treasury,0x584920cad9f10a0fd94c1857ce1b2a7d0d9b50a4,Ledn: USDC Withdrawals [0x584920],3,45012292.83029272,45012292.83029272,0.0,3,v2
Tether Treasury,0x4831c121879d3de0e2b181d9d55e9b0724f5d926,Fasanara Capital: 0x483 [0x4831c1],5,44986600.24843063,24996293.079815775,19990307.168614857,5,v2
Tether Treasury,0x681b12da2d2751a3a0179cbaf2feb6f4c5080766,Bitfinex: Deposit [0x681b12],19,42715249.33647565,0.0,42715249.33647565,19,v2
Tether Treasury,0x643361fbcf31443d45f3c6ac750dee027e2db0f6,[0x643361],3,40018180.5659242,20010316.683154654,20007863.882769544,3,v2
Tether Treasury,0xddd064c0131e9c5012128412b5a34e85b0acb3f9,[0xddd064],1,39999416.98932084,39999416.98932084,0.0,1,v2
Tether Treasury,0xd904beed95473a967ac2c9c41712b5c5491200c8,Bitfinex: Deposit [0xd904be],14,39060076.38952713,0.0,39060076.38952713,14,v2
Tether Treasury,0xf916cedb538a3948c4e00ee9cbcae06e86031d7a,Binance: Deposit [0xf916ce],8,38686820.549496144,0.0,38686820.549496144,8,v2
Tether Treasury,0xfedd0447b31f5ba41871a127948f0397d6be07c3,Token Millionaire [0xfedd04],25,34046248.95357963,26350104.75697026,7696144.196609369,25,v2
Tether Treasury,0xe4b9c3345214c9aa295135fe6d4b8932e13e0f4f,Binance: Deposit [0xe4b9c3],7,31723717.6872551,0.0,31723717.6872551,7,v2
Tether Treasury,0x5fadb7eba1ffcce65fe6319055b6185e430a5d1f,[0x5fadb7],1,31013652.717675347,0.0,31013652.717675347,1,v2
Tether Treasury,0x0a073212068b686310e260a3020d28b8cc60ee0f,ETH Millionaire [0x0a0732],2,31003942.842889626,31003942.842889626,0.0,2,v2
Tether Treasury,0x742d35cc6634c0532925a3b844bc454e4438f44e,Bitfinex: Cold Wallet [0x742d35],1,30011086.65466642,30011086.65466642,0.0,1,v2
Tether Treasury,0xc026da3fd6d56c9a414b31231e26d6dec594d436,ETH Millionaire [0xc026da],2,29969150.451139435,29969150.451139435,0.0,2,v2
Tether Treasury,0x89e51fa8ca5d66cd220baed62ed01e8951aa7c40,Kraken: Main Wallet [0x89e51f],3,27502731.919100814,27502731.919100814,0.0,3,v2
Tether Treasury,0xd868a6bd5ba0753900ab44fb5c18caec42a2d828,WalletSimple [0xd868a6],14,27002223.602556333,13500847.894083291,13501375.70847304,14,v2
Tether Treasury,0x028ffcff8c8d9c0e75186f62ff483addbbc50075,[0x028ffc],2,24989033.231590874,24989033.231590874,0.0,2,v2
Tether Treasury,0x7c717d89bc11bab4a69875f6b553bd5804a29459,Bitfinex: Deposit [0x7c717d],6,22874953.96784231,0.0,22874953.96784231,0,v2
Tether Treasury,0x079f012e5ed4e4581b58a2c1204513f8ca8537bb,ETH Millionaire [0x079f01],1,20002576.165809117,20002576.165809117,0.0,1,v2
Tether Treasury,0xb70b276e51b883fae3e5ad8cdd82ec6096c525e7,Token Millionaire [0xb70b27],3,14402898.461009527,2999313.875004992,11403584.586004535,3,v2
Tether Treasury,0x4e4398f4b7683f721add73fc515d7db4f1a4df6e,Amber [0x4e4398],3,13899575.045541104,13899575.045541104,0.0,3,v2
Tether Treasury,0x058a52293134a83d37446a1c876bef944c937355,MaiCoin: Deposit [0x058a52],4,13661892.08776362,0.0,13661892.08776362,4,v2
Tether Treasury,0x011d19410fc79f140c08ffa8301e4153f17f4e27,​​Amber: Market Maker [0x011d19],3,13504256.117369864,13504256.117369864,0.0,3,v2
Tether Treasury,0xc333e80ef2dec2805f239e3f1e810612d294f771,B2C2 [0xc333e8],4,10298593.935964618,0.0,10298593.935964618,4,v2
Tether Treasury,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,Polygon: PoS ERC20 Bridge [0x40ec5b],1,10002064.876548281,0.0,10002064.876548281,1,v2
Tether Treasury,0x341ffe19191e542a05bf62330ed6b42a8c290f1e,Kraken: Deposit [0x341ffe],1,10000310.313403688,0.0,10000310.313403688,1,v2
Tether Treasury,0x6146e0be70065e23d90dc370e80c1db64c96e178,[0x6146e0],2,9998447.85593666,0.0,9998447.85593666,2,v2
Tether Treasury,0xdf30924367a759b2be70a473c271a576cf3779a1,[0xdf3092],5,9895163.495708885,9821138.154382197,74025.3413266878,5,v2
Tether Treasury,0x79141b5e4ef640f891934e785328c8c49f5b0f99,Binance: Deposit [0x79141b],1,8096507.498758386,0.0,8096507.498758386,1,v2
Tether Treasury,0x2b7503d72c141be57931238ac5f593677c61a99a,[0x2b7503],1,8082434.762746125,0.0,8082434.762746125,1,v2
Tether Treasury,0x13a1af162ad63748e86373077310ed80a759bac9,High Balance [0x13a1af],19,5794014.658347051,0.0,5794014.658347051,19,v2
Tether Treasury,0xde2faca4bbc0aca08ff04d387c39b6f6325bf82a,BTCTurk: Main Wallet [0xde2fac],2,5000884.297727784,5000884.297727784,0.0,2,v2
Tether Treasury,0xb334a61a6209f14b5fa5f1684a4ed7621f66e1ef,Token Millionaire [0xb334a6],2,4494005.592222915,4494005.592222915,0.0,2,v2
Tether Treasury,0x55e123328a65311f5ab0591bf9061e4282af5d9f,Bitfinex: Deposit [0x55e123],5,4284251.960702629,0.0,4284251.960702629,5,v2
Tether Treasury,0xf3f60b032250dd94681a82698e409c0c3a71f4c6,[0xf3f60b],2,3498479.328559692,0.0,3498479.328559692,2,v2
Tether Treasury,0xb551888bc198e0f2687c60c1e49f491f89b0655e,Bitfinex: Deposit [0xb55188],1,3106507.242110535,0.0,3106507.242110535,1,v2
Tether Treasury,0x4a0e843560f42e9c9e4a3e8194045880820a09f6,[0x4a0e84],1,3015060.269662913,0.0,3015060.269662913,1,v2
Tether Treasury,0xc16109f2986481c9520286f47506519cd9cbc1f0,[0xc16109],6,2975124.5765094385,0.0,2975124.5765094385,6,v2
Tether Treasury,0xe45ee7863488d46040dea1af9bb4472c697bab31,Bitfinex: Deposit [0xe45ee7],1,2900089.9908870696,0.0,2900089.9908870696,1,v2
Tether Treasury,0x856d48ffc841ded6b49e51cfadb81887a6b1f2a8,Bitfinex: Deposit [0x856d48],2,2882566.154370008,0.0,2882566.154370008,2,v2
Tether Treasury,0xdafc2d2d29dcb69d81a20fbae0dcd8622040da49,[0xdafc2d],12,2110209.917614041,0.0,2110209.917614041,12,v2
Tether Treasury,0xc6429302acf1a3691b8502b3adbcfeacd594fb08,BitGo: Deposit [0xc64293],2,2098842.2426655157,0.0,2098842.2426655157,2,v2
Tether Treasury,0xab08d086323126c95a461bd6e69952fba8635165,[0xab08d0],3,1934480.6184565108,1934480.6184565108,0.0,3,v2
Tether Treasury,0x7d2417341fd96ceba911054a7df5c0c1d6680935,[0x7d2417],1,1797472.2284618437,0.0,1797472.2284618437,1,v2
Tether Treasury,0x2e0e7c0e3d91478ab3c0467141f19d01e2aaa807,High Balance [0x2e0e7c],12,1723843.2281653397,0.0,1723843.2281653397,12,v2
Tether Treasury,0x5f0aa672bbef562912a3d01b3d0cd31726bdbdd7,[0x5f0aa6],1,1410072.019511839,0.0,1410072.019511839,1,v2
Tether Treasury,0xecff759421bb8df8e9a72407ec236d1ae2a64716,[0xecff75],5,1351249.9061352594,0.0,1351249.9061352594,5,v2
Tether Treasury,0xa5fad12483b12a5a29ec82d03e3a063da7c663bd,[0xa5fad1],2,1000791.9578905371,0.0,1000791.9578905371,2,v2
Tether Treasury,0x3df77e4c6d18e17ffa6fe74af3cd266fc8803588,Binance: Deposit [0x3df77e],4,970852.2481150297,0.0,970852.2481150297,4,v2
Tether Treasury,0xb3a78cb4a7c9651060e872e43ffa3ee61dd31882,[0xb3a78c],1,931541.4360823763,0.0,931541.4360823763,1,v2
Tether Treasury,0xc8d7c07fe37b16dc3303505f7a7fc7d35ac1732a,[0xc8d7c0],2,910012.8354683331,0.0,910012.8354683331,2,v2
Tether Treasury,0xa0f2e2f7b3ab58e3e52b74f08d94ae52778d46df,Token Millionaire [0xa0f2e2],2,759370.0046915322,0.0,759370.0046915322,2,v2
Tether Treasury,0x293dfb684f42f69ba351f720a3ec0f78a1ed8331,Binance: Deposit [0x293dfb],6,600085.3802242167,0.0,600085.3802242167,6,v2
Tether Treasury,0xa91a72281998a12adae73b0d9141ed1f55811034,High Balance [0xa91a72],1,449633.9283537451,0.0,449633.9283537451,1,v2
Tether Treasury,0x05a7004ca45ae95f347c0ad6e997450b2c627020,kuzyakin.eth [0x05a700],3,371568.42077199876,0.0,371568.42077199876,3,v2
Tether Treasury,0xcbc2eee333a4e45f2c656a203b25c3b32aa82522,Bitfinex: Deposit [0xcbc2ee],1,368248.8167459726,0.0,368248.8167459726,1,v2
Uniswap V3 Router,0x0000000000000000000000000000000000000000,Burn Address [0x000000],471239,540917309.030261,393427261.5086359,147490047.52162516,0,v2
Uniswap V3 Router,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether: WETH Token [0xc02aaa],471239,540893511.2478671,147482522.6114573,393410988.6364098,0,v2
Uniswap V3 Router,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,Uniswap: V3 USDC-WETH (0.05%) Liquidity Pool  [0x88e6a0],77071,431242495.9373048,185651481.1090429,245591014.82826188,24786,v2
Uniswap V3 Router,0x3416cf6c708da44db2624d63ea0aaef7113527c6,Uniswap: V3 USDC-USDT (0.01%) Liquidity Pool  [0x3416cf],46593,372965105.01185524,176640981.76037478,196324123.25148046,46593,v2
Uniswap V3 Router,0x9e836967d37b29066d451d214037244153fa4b61,High Activity [0x9e8369],33828,164918180.4060909,164918180.4060909,0.0,0,v2
Uniswap V3 Router,0x5777d92f208679db4b9778590fa3cab3ac9e2168,Uniswap: V3 DAI-USDC (0.01%) Liquidity Pool  [0x5777d9],6536,149280543.3368832,97149370.5401341,52131172.79674907,6536,v2
Uniswap V3 Router,0xc7bbec68d12a0d1830360f8ec58fa599ba1b0e9b,Uniswap: V3 WETH-USDT (0.01%) Liquidity Pool  [0xc7bbec],86862,142899864.60551006,46891606.62081412,96008257.98469594,15598,v2
Uniswap V3 Router,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,Uniswap: V3 WETH-USDT (0.3%) Liquidity Pool  [0x4e68cc],19479,138484620.36688852,41196275.306947514,97288345.05994101,1258,v2
Uniswap V3 Router,0x48da0965ab2d2cbf1c17c09cfb5cbe67ad5b1406,Uniswap: V3 DAI-USDT (0.01%) Liquidity Pool  [0x48da09],10879,107802252.13156706,50539382.739754334,57262869.39181273,10879,v2
Uniswap V3 Router,0x11b815efb8f581194ae79006d24e0d814b7697f6,Uniswap: V3 WETH-USDT (0.05%) Liquidity Pool  [0x11b815],39589,97079203.00954282,34608027.33327445,62471175.676268384,6202,v2
Uniswap V3 Router,0x4585fe77225b41b697c938b018e2ac67ac5a20c0,Uniswap: V3 WBTC-WETH (0.05%) Liquidity Pool  [0x4585fe],11499,94230554.65661296,48114668.58556163,46115886.07105133,0,v2
Uniswap V3 Router,0xd19393e02c3cc60c21a89b5e85656ff1122ebd51,Uniswap: V3 WETH-BLOCK (1%) Liquidity Pool  [0xd19393],81627,83463372.06888336,44524347.14644502,38939024.92243833,0,v2
Uniswap V3 Router,0x56534741cd8b152df6d48adf7ac51f75169a83b2,Uniswap: V3 WBTC-USDT (0.05%) Liquidity Pool  [0x565347],7259,71033827.15450773,37865707.05808295,33168120.096424773,1856,v2
Uniswap V3 Router,0xe0554a476a092703abdb3ef35c80e0d76d32939f,Uniswap: V3 USDC-WETH (0.01%) Liquidity Pool  [0xe0554a],47432,52636377.6973948,26281082.974392924,26355294.723001882,21585,v2
Uniswap V3 Router,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,Uniswap: V3 USDC-WETH (0.3%) Liquidity Pool  [0x8ad599],5567,45487508.04681013,9281571.03969264,36205937.00711749,1006,v2
Uniswap V3 Router,0x509b52749c2991b7472b3ee5876f5e0bca8f2429,​​🤖 Router [0x509b52],32361,41994038.74229428,41994038.23376813,0.5085261569487098,0,v2
Uniswap V3 Router,0x99ac8ca7087fa4a2a1fb6357269965a2014abc35,Uniswap: V3 WBTC-USDC (0.3%) Liquidity Pool  [0x99ac8c],688,37804933.24403912,17395761.339432478,20409171.90460664,220,v2
Uniswap V3 Router,0x0e841149b31e4e8b0dff7e5d5ed4e94d353f56ea,High Activity [0x0e8411],21821,34577682.20163581,34574424.48823604,3257.7133997660726,0,v2
Uniswap V3 Router,0x9a772018fbd77fcd2d25657e5c547baff3fd7d16,Uniswap: V3 WBTC-USDC (0.05%) Liquidity Pool  [0x9a7720],3946,28192575.76006186,15054733.833816096,13137841.926245764,1459,v2
Uniswap V3 Router,0xcbcdf9626bc03e24f779434178a73a0b4bad62ed,Uniswap: V3 WBTC-WETH (0.3%) Liquidity Pool  [0xcbcdf9],907,26081111.095525935,10911288.984554425,15169822.11097151,0,v2
Uniswap V3 Router,0xdfa8ead9129d2053f307e9370570a33118619ea0,High Activity [0xdfa8ea],47559,22388111.517266486,22388111.517266486,0.0,0,v2
Uniswap V3 Router,0x69460570c93f9de5e2edbc3052bf10125f0ca22d,Rango: Diamond [0x694605],33688,17552119.033300783,13365617.212352429,4186501.8209483554,0,v2
Uniswap V3 Router,0x60594a405d53811d3bc4766596efd80fd545a270,Uniswap: V3 DAI-WETH (0.05%) Liquidity Pool  [0x60594a],16947,17476828.41668324,7062771.714639461,10414056.702043783,10068,v2
Uniswap V3 Router,0x9db9e0e53058c89e5b94e29621a205198648425b,Uniswap: V3 WBTC-USDT (0.3%) Liquidity Pool  [0x9db9e0],495,17436339.776313797,8975677.57712802,8460662.19918578,115,v2
Uniswap V3 Router,0xdef171fe48cf0115b1d80b88dc8eab59176fee57,ParaSwap: Augustus Swapper [0xdef171],6336,12424326.8264905,12424326.8264905,0.0,0,v2
Uniswap V3 Router,0xc2e9f25be6257c210d7adf0d4cd6e3e881ba25f8,Uniswap: V3 DAI-WETH (0.3%) Liquidity Pool  [0xc2e9f2],1129,11634600.136558792,3057422.798649049,8577177.337909743,768,v2
Uniswap V3 Router,0xe8f7c89c5efa061e340f2d2f206ec78fd8f7e124,Uniswap: V3 WBTC-CBBTC (0.01%) Liquidity Pool  [0xe8f7c8],1210,8671068.009071168,4342386.13087118,4328681.878199988,0,v2
Uniswap V3 Router,0x2982d3295a0e1a99e6e88ece0e93ffdfc5c761ae,Uniswap: V3 WTAO-WETH (0.3%) Liquidity Pool  [0x2982d3],2264,8156667.353326568,7529438.351991924,627229.0013346439,0,v2
Uniswap V3 Router,0xba445823018a83ed48a04a30cfbbeb4b70ceedad,​​🤖 DEX Trading Bot [0xba4458],1650,7951793.6072779475,7951793.6072779475,0.0,0,v2
Uniswap V3 Router,0x55b5135c4896bb11d96ed94aa31e8684bc5b8dfa,High Balance [0x55b513],258,7507967.658169007,0.0,7507967.658169007,0,v2
Uniswap V3 Router,0x762d46904b93a1eedbff2fd50445cb8ffa41f9fb,Token Millionaire [0x762d46],11,7482381.8401824515,7482381.8401824515,0.0,0,v2
Uniswap V3 Router,0x109830a1aaad605bbf02a9dfa7b0b92ec2fb7daa,Uniswap: V3 WSTETH-WETH (0.01%) Liquidity Pool  [0x109830],890,7443226.934550995,3745368.931723497,3697858.0028274986,0,v2
Uniswap V3 Router,0xb8ac17702d9347095b14772e9dfc10612835b19b,Uniswap: V3 WETH-⚠️ 67 (0.01%) Liquidity Pool  [0xb8ac17],13029,7178164.167199742,0.0,7178164.167199742,0,v2
Uniswap V3 Router,0x6c6bc977e13df9b0de53b251522280bb72383700,Uniswap: V3 DAI-USDC (0.05%) Liquidity Pool  [0x6c6bc9],242,6651350.545082017,3594449.6840399313,3056900.8610420856,242,v2
Uniswap V3 Router,0xa6cc3c2531fdaa6ae1a3ca84c2855806728693e8,Uniswap: V3 LINK-WETH (0.3%) Liquidity Pool  [0xa6cc3c],1548,6640884.860083733,4233495.868108124,2407388.9919756087,0,v2
Uniswap V3 Router,0x13394005c1012e708fce1eb974f1130fdc73a5ce,Uniswap: V3 PYUSD-USDC (0.01%) Liquidity Pool  [0x133940],2992,6114759.838640802,5687211.254106107,427548.5845346946,2992,v2
Uniswap V3 Router,0x7858e59e0c01ea06df3af3d20ac7b0003275d4bf,Uniswap: V3 USDC-USDT (0.05%) Liquidity Pool  [0x7858e5],1042,6052812.964651702,3569187.874785653,2483625.089866049,1042,v2
Uniswap V3 Router,0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801,Uniswap: V3 UNI-WETH (0.3%) Liquidity Pool  [0x1d4206],841,5286559.551248974,2121131.65379923,3165427.8974497444,0,v2
Uniswap V3 Router,0xca6c9b3f75613c92b0137ff84e603f4aeb76b7ae,Uniswap: V3 ⚠️ HYPER-WETH (0.01%) Liquidity Pool  [0xca6c9b],8976,5231639.473932059,103.38902946405257,5231536.084902595,0,v2
Uniswap V3 Router,0x841820459769cd629b10a36fd12e603938cc2679,Uniswap: V3 WLD-WETH (1%) Liquidity Pool  [0x841820],1254,5187286.506438881,1531180.8682359098,3656105.638202972,0,v2
Uniswap V3 Router,0x471d69f435df6464f3c3e655093040d81926927c,Bitget Wallet: Executor [0x471d69],10068,5169797.958476823,5169797.848010619,0.11046620335468837,0,v2
Uniswap V3 Router,0x73a38006d23517a1d383c88929b2014f8835b38b,Uniswap: V3 TBTC-WBTC (0.01%) Liquidity Pool  [0x73a380],503,5120807.090303746,2483704.061322799,2637103.028980947,0,v2
Uniswap V3 Router,0x5ae13baaef0620fdae1d355495dc51a17adb4082,Uniswap: V3 PAXG-USDC (0.05%) Liquidity Pool  [0x5ae13b],1321,4502444.055784715,2350074.142662055,2152369.9131226605,1074,v2
Uniswap V3 Router,0x5ab53ee1d50eef2c1dd3d5402789cd27bb52c1bb,Uniswap: V3 AAVE-WETH (0.3%) Liquidity Pool  [0x5ab53e],696,4435322.3168904465,2554532.1960674357,1880790.1208230108,0,v2
Uniswap V3 Router,0x8cd6c8c449918d92d2ad4658c32f2e2ff1e7096d,Uniswap: V3 WPLS-WETH (1%) Liquidity Pool  [0x8cd6c8],1875,3873797.1092176577,3863700.7577143773,10096.351503280293,0,v2
Uniswap V3 Router,0xe6d7ebb9f1a9519dc06d557e03c522d53520e76a,Uniswap: V3 USDE-USDC (0.01%) Liquidity Pool  [0xe6d7eb],392,3713931.8130277097,955858.7420705075,2758073.0709572025,295,v2
Uniswap V3 Router,0x11950d141ecb863f01007add7d1a342041227b58,Uniswap: V3 PEPE-WETH (0.3%) Liquidity Pool  [0x11950d],2602,3680338.7472444098,2041872.6615665383,1638466.0856778715,0,v2
Uniswap V3 Router,0x33676385160f9d8f03a0db2821029882f7c79e93,Uniswap: V3 RLB-USDT (0.3%) Liquidity Pool  [0x336763],954,3677315.172637539,1915744.626633969,1761570.5460035698,918,v2
Uniswap V3 Router,0x2837809fd68e4a4104af76bbec5b622b6146b2cb,Uniswap: V3 WETH-RAIL (1%) Liquidity Pool  [0x283780],401,3366155.5651244638,1721107.5607934468,1645048.004331017,0,v2
Uniswap V3 Router,0x6546055f46e866a4b9a4a13e81273e3152bae5da,Uniswap: V3 XAUT-USDT (0.05%) Liquidity Pool  [0x654605],787,3355812.204401727,1889531.9492091031,1466280.255192624,549,v2
Uniswap V3 Router,0x4ac193187ef59058af3d853b8e9945fe1a608318,Uniswap: V3 ⚠️ METH-WETH (0.01%) Liquidity Pool  [0x4ac193],7326,3317862.1297396705,5.337244431893223,3317856.7924952386,0,v2
Uniswap V3 Router,0x435664008f38b0650fbc1c9fc971d0a3bc2f1e47,Uniswap: USDe-USDT Liquidity Pool [0x435664],469,3302349.4362555575,1554307.1112350703,1748042.3250204874,356,v2
Uniswap V3 Router,0x127452f3f9cdc0389b0bf59ce6131aa3bd763598,Uniswap: V3 WETH-SOLW (0.3%) Liquidity Pool  [0x127452],2326,3085527.247161688,1370509.9737071504,1715017.2734545374,0,v2
Uniswap V3 Router,0xf9ba83528409948c598032607f491e5b5fd72e6d,Uniswap: V3 ⚠️ PWOG-WETH (0.01%) Liquidity Pool  [0xf9ba83],4162,2990112.0150744603,0.0,2990112.0150744603,0,v2
