date_utc,dex_volume_usd,defi_dollar_collateral_usd,liquidations_usd
2023-06-14,2503427463,24804269305,2008904.4850583826
2023-06-15,2662780044,23916467777,4105705.405115296
2023-06-16,2109074574,23886933822,82692.4881525666
2023-06-17,1546839903,24364330538,559223.5955795611
2023-06-18,1223481423,24533102689,228838.31014967785
2023-06-19,1817399467,24514898159,598994.9263814252
2023-06-20,2576204415,24640440792,793550.1664978313
2023-06-21,3959371682,25415921482,97973.10364771495
2023-06-22,3001037826,26489378054,352200.36336650635
2023-06-23,3041822521,26188665703,2625331.3258222393
2023-06-24,1604167560,26319720707,841655.8465265286
2023-06-25,2055479522,26221109269,611404.9901768662
2023-06-26,2602261640,26507231334,1400498.7304017744
2023-06-27,2533648425,26201965853,1354261.541559469
2023-06-28,2206015124,26296399512,49798.65701391675
2023-06-29,2014379972,25796998517,1233392.673905831
2023-06-30,3904813865,26051895301,1827863.5344816472
2023-07-01,1661805751,26908076346,181447.4000286799
2023-07-02,1796066199,26800149099,1518674.133684653
2023-07-03,2361389184,26989476763,337624.16325475817
2023-07-04,1989569729,27059181072,365960.42565715004
2023-07-05,1924237144,26936927006,1094405.5454819063
2023-07-06,2540061848,26566474979,118099.2787146288
2023-07-07,2196397496,25889890284,1093244.069782985
2023-07-08,1426962923,26157578465,2187978.5876275077
2023-07-09,1322839528,26134713769,1191752.0107975896
2023-07-10,2518353103,26080750436,580404.1607668865
2023-07-11,1728987193,26147610394,576634.9687288277
2023-07-12,1922786508,26226880973,1448578.7643788313
2023-07-13,3423182571,26166856061,833886.202941875
2023-07-14,3338795951,27159970086,88726.47951035948
2023-07-15,1588926516,26507305478,873880.6099634226
2023-07-16,1486058624,26616919181,1686554.961363224
2023-07-17,2642138060,26472068047,411080.41967286856
2023-07-18,2037626880,26324095737,2625225.545373183
2023-07-19,1882459507,26084853134,1389166.483088969
2023-07-20,1994471528,25839719815,853465.7682332388
2023-07-21,1450982404,25826593744,1392892.0331431588
2023-07-22,1481044641,25836198188,82456.99385149193
2023-07-23,1133269466,25387448157,1961758.6047619563
2023-07-24,1906858845,25627792845,1723189.721168321
2023-07-25,1366025045,25107237348,2406520.6200994807
2023-07-26,1786650356,25105168414,137689.96753411047
2023-07-27,1500301407,25235346651,85318.36050823366
2023-07-28,1303321410,25162783436,148982.2275623407
2023-07-29,1050169270,25314695754,509790.676346877
2023-07-30,2274674995,25378640440,552180.5051775257
2023-07-31,2560237229,23387222338,826035.0745162242
2023-08-01,2779481220,22986733048,130386.11520811098
2023-08-02,2109809734,22831913827,224894.4599872842
2023-08-03,1667756031,22577656515,1669423.3388383202
2023-08-04,1738099747,22997983487,631088.4328770787
2023-08-05,1783537733,23125004103,1649938.1331229107
2023-08-06,1175504116,23197572625,7454.091383024716
2023-08-07,1944451500,23282203865,802053.3657533673
2023-08-08,2128824625,23572421143,2687250.248898098
2023-08-09,1762054333,24056060428,872693.6933029117
2023-08-10,1577951335,24109368675,230792.38853645918
2023-08-11,1313122649,24422478231,1264988.8691529566
2023-08-12,1035025980,24648687235,476401.4109941202
2023-08-13,1713710946,24648510556,1103777.4469393431
2023-08-14,1615015044,24546259758,29758.136687919567
2023-08-15,1786447539,24692667451,1010327.7107590945
2023-08-16,2008284024,24372604622,32727.69085574299
2023-08-17,4328465173,23912237121,1365631.9276483576
2023-08-18,2881241407,22864477374,640389.6629237155
2023-08-19,1577278673,22644143718,129828.94711186668
2023-08-20,1326461738,22748117113,782275.5439598054
2023-08-21,1748762831,22260614615,69108.35303862276
2023-08-22,2584021138,22185226052,1059482.5547101581
2023-08-23,2156766503,21832892205,5543279.053727402
2023-08-24,1625327015,22301089285,1467059.123399293
2023-08-25,1757729845,22154853840,852785.8236182515
2023-08-26,1000246991,22061961560,108292.8766186454
2023-08-27,1001983250,22037921217,1203419.873130284
2023-08-28,1590426904,22225360754,1082250.4781039066
2023-08-29,2714892635,22247442750,50343.35690293424
2023-08-30,1545627010,22936574805,1571657.1867412068
2023-08-31,2092055504,22650912387,731298.9742634827
2023-09-01,1961154710,22012730644,554895.4113135837
2023-09-02,1071303295,21830808651,1552052.2886374318
2023-09-03,1071388821,21906085347,530295.9857234354
2023-09-04,1298402670,21951799985,655902.024275407
2023-09-05,1430265467,21835710283,200439.30772458867
2023-09-06,1829010174,21744717984,387603.9222881564
2023-09-07,1518339321,21615876551,1867774.7754379176
2023-09-08,1425140228,21830637649,206905.78643782975
2023-09-09,904680071,21656492439,540067.4641293329
2023-09-10,1410174837,21611885769,4513001.972932099
2023-09-11,2366711446,21506568310,269972.8920185877
2023-09-12,2222233212,20715382514,2486896.6237393827
2023-09-13,1720852612,21114939621,2505894.985699839
2023-09-14,1805129472,21275680810,95736.2469815771
2023-09-15,1609625264,21454807289,622973.4263757974
2023-09-16,1102524587,21686291345,697589.7046187841
2023-09-17,966641417,21588455821,376395.18756164017
2023-09-18,1835310737,21451264572,48496.72132761818
2023-09-19,1609073724,21514959017,276657.25272588234
2023-09-20,1562579192,21603400068,100405.74588925963
2023-09-21,1583984281,21356920688,272136.7373387244
2023-09-22,1232517451,20922459666,1649172.4062588816
2023-09-23,991513781,21066519213,2253588.168163088
2023-09-24,959840696,21003780034,44184.82174052031
2023-09-25,1544258006,20819903974,359460.0133075093
2023-09-26,1361645767,20946126167,3941565.035416159
2023-09-27,1809980885,20995082933,775452.8957710045
2023-09-28,2191663943,20951798145,984326.9942089762
2023-09-29,1915071654,21395527836,5560.84126488186
2023-09-30,1497794246,21445387792,663412.5558004726
2023-10-01,1970158646,21449436032,4450608.272647851
2023-10-02,2826000784,22052866253,470300.5172851054
2023-10-03,2008619080,21424026868,102074.9840868911
2023-10-04,1831391018,21222831738,619727.1450360642
2023-10-05,1769309679,21279012419,3296958.0761165097
2023-10-06,1651463494,21023400944,418292.9545922728
2023-10-07,1083849978,21302991285,1604066.0329247667
2023-10-08,1363331683,21246848457,1603686.1416925748
2023-10-09,1762036051,21143560300,233507.4423044914
2023-10-10,1502452261,20625186167,585850.4039080794
2023-10-11,1964759230,20195133375,1257378.0647280284
2023-10-12,1691454024,20060542943,528514.1226110976
2023-10-13,1506686052,19620222280,211964.95945185385
2023-10-14,891196058,20018802656,3426340.0298007024
2023-10-15,1109666969,20075878364,1051968.330169291
2023-10-16,2816122325,20109715073,2005892.6227945283
2023-10-17,1583577989,20524296799,25566.410985654067
2023-10-18,1575478720,20215656004,310481.09256844077
2023-10-19,1530171933,19936269289,697297.9838907867
2023-10-20,2067172539,20064908484,69831.04601072364
2023-10-21,1563694475,20431879040,4966608.03956459
2023-10-22,1709815752,20849448674,269792.90366729704
2023-10-23,3754107794,21427109729,468871.7618021528
2023-10-24,4488584876,22594061113,240813.6455842991
2023-10-25,2846174906,22548443249,111429.85925688325
2023-10-26,3002522212,22729160974,264590.4618926861
2023-10-27,2339060386,22762419584,357546.94616962713
2023-10-28,1326865779,22591311286,1006331.0585021817
2023-10-29,1502342513,22572175841,330220.51346399897
2023-10-30,2261334936,22807360619,449850.8843875905
2023-10-31,2383318230,23202078982,5960.572694523257
2023-11-01,3284279210,22971483426,455263.40360686166
2023-11-02,3380380880,23599891610,763325.000317228
2023-11-03,2804980469,23035264165,176756.07730695384
2023-11-04,1767540968,23668355039,909894.005522609
2023-11-05,2668492659,24135556504,346940.2921094861
2023-11-06,2797500150,24161617277,999809.564363057
2023-11-07,3022572278,24277321612,26545.84915504089
2023-11-08,2295490585,24226274807,2185633.162323306
2023-11-09,5468238206,24418890887,16249.9485710965
2023-11-10,4177079536,26294993296,135771.64988336616
2023-11-11,3793204970,26066353131,1501312.3002493663
2023-11-12,3270583173,25769987914,46981.79406898971
2023-11-13,4439708932,25823611528,1241324.0704491609
2023-11-14,4373344992,25509317955,3542051.7681365837
2023-11-15,4195746714,25029539845,2053250.993154384
2023-11-16,4676568973,26046336085,1238431.9297642175
2023-11-17,3967453674,24921876921,3182296.650915081
2023-11-18,2543424347,24970651308,561791.4943705973
2023-11-19,2413895970,25120094804,2062615.2162127974
2023-11-20,3548233581,25802956505,439990.82207787404
2023-11-21,4595142466,25877925254,2655889.337041902
2023-11-22,4025572379,24648276186,161081.9110237011
2023-11-23,2551724046,26054824562,2813894.4158614795
2023-11-24,2923186896,26000276270,1788063.4914755498
2023-11-25,1888903654,26196735955,1871158.8321692168
2023-11-26,2328628211,26134989004,132301.30369301306
2023-11-27,2877314778,26043720508,907546.3217664037
2023-11-28,2941641107,25631914895,16528.324175552145
2023-11-29,2767937795,25838527389,1277204.5258093046
2023-11-30,2703637063,25705616241,7767.604002722074
2023-12-01,2549038466,25927536686,88637.00026697566
2023-12-02,2600797862,26303577289,255535.56677099137
2023-12-03,2332050973,27167379985,2080438.3092734362
2023-12-04,4287438669,27496805731,451890.7707464051
2023-12-05,4292065995,27869170014,776441.6959277482
2023-12-06,4479587852,28506158250,839568.6401614314
2023-12-07,4547205828,27904141015,255490.3126986154
2023-12-08,4123325500,29032567088,848975.0580609704
2023-12-09,4296585370,29288314247,1081612.9841580077
2023-12-10,3034523973,28486951759,354171.4991978578
2023-12-11,6130441328,28208922450,542362.4890005473
2023-12-12,4703721674,27238172861,603469.0575017356
