entity,month,n_transfers,tier,token,volume_usd
Tornado Cash,2023-03-01 00:00:00.000 UTC,10,3,USDT,4600.0
Uniswap V3,2023-03-01 00:00:00.000 UTC,2690,3,USDT,25963803.441826
Curve 3pool,2023-03-01 00:00:00.000 UTC,38374,3,USDC,11121241658.01369
1inch,2023-03-01 00:00:00.000 UTC,32201,3,USDT,2564522295.888618
Curve 3pool,2023-03-01 00:00:00.000 UTC,39738,3,USDT,10582071879.116352
Compound V3,2023-03-01 00:00:00.000 UTC,1853,3,USDC,436280917.880805
Uniswap V3,2023-03-01 00:00:00.000 UTC,14196,3,USDC,484014793.149
1inch,2023-03-01 00:00:00.000 UTC,34501,3,USDC,5382630535.63194
Curve 3pool,2023-04-01 00:00:00.000 UTC,5429,3,USDT,1484246948.660991
Uniswap V3,2023-04-01 00:00:00.000 UTC,1396,3,USDT,10487555.98289
Uniswap V3,2023-04-01 00:00:00.000 UTC,7486,3,USDC,188075193.289148
Curve 3pool,2023-04-01 00:00:00.000 UTC,5921,3,USDC,1267256809.897757
1inch,2023-04-01 00:00:00.000 UTC,17738,3,USDC,1921793980.339818
1inch,2023-04-01 00:00:00.000 UTC,19515,3,USDT,841357655.034558
Compound V3,2023-04-01 00:00:00.000 UTC,1226,3,USDC,365694816.005931
Tornado Cash,2023-04-01 00:00:00.000 UTC,6,3,USDT,4200.0
Uniswap V3,2023-05-01 00:00:00.000 UTC,903,3,USDT,12300244.7197
Uniswap V3,2023-05-01 00:00:00.000 UTC,3458,3,USDC,116338542.624162
Tornado Cash,2023-05-01 00:00:00.000 UTC,4,3,USDT,2200.0
1inch,2023-05-01 00:00:00.000 UTC,10114,3,USDC,934830543.176238
Curve 3pool,2023-05-01 00:00:00.000 UTC,4629,3,USDC,1344680191.261993
Curve 3pool,2023-05-01 00:00:00.000 UTC,4300,3,USDT,1456073762.571412
Compound V3,2023-05-01 00:00:00.000 UTC,726,3,USDC,240165764.436543
1inch,2023-05-01 00:00:00.000 UTC,11643,3,USDT,476086433.032152
Uniswap Universal Router,2023-06-01 00:00:00.000 UTC,25468,3,USDC,946228264.385526
Curve 3pool,2023-06-01 00:00:00.000 UTC,7318,3,USDT,2611765275.651669
Uniswap V3,2023-06-01 00:00:00.000 UTC,1618,3,USDT,13111588.095516
1inch,2023-06-01 00:00:00.000 UTC,15949,3,USDT,1140862308.155466
Uniswap V3,2023-06-01 00:00:00.000 UTC,3612,3,USDC,128841089.884152
Uniswap Universal Router,2023-06-01 00:00:00.000 UTC,10509,3,USDT,217459223.37587
Aave V3,2023-06-01 00:00:00.000 UTC,1,3,USDT,0.01
1inch,2023-06-01 00:00:00.000 UTC,13355,3,USDC,1684997175.908806
Compound V3,2023-06-01 00:00:00.000 UTC,1468,3,USDC,470063769.537294
Tornado Cash,2023-06-01 00:00:00.000 UTC,22,3,USDT,7600.0
Curve 3pool,2023-06-01 00:00:00.000 UTC,7442,3,USDC,2437719300.119477
Curve 3pool,2023-07-01 00:00:00.000 UTC,4741,3,USDT,1302644833.527414
Curve 3pool,2023-07-01 00:00:00.000 UTC,5224,3,USDC,1191268300.832985
Uniswap Universal Router,2023-07-01 00:00:00.000 UTC,34831,3,USDC,765242922.824956
Compound V3,2023-07-01 00:00:00.000 UTC,1665,3,USDC,765526011.464471
Uniswap V3,2023-07-01 00:00:00.000 UTC,1011,3,USDT,9465416.586138
Uniswap Universal Router,2023-07-01 00:00:00.000 UTC,13978,3,USDT,181883630.017104
Uniswap V3,2023-07-01 00:00:00.000 UTC,3300,3,USDC,94732116.681162
Tornado Cash,2023-07-01 00:00:00.000 UTC,20,3,USDT,12800.0
1inch,2023-07-01 00:00:00.000 UTC,11973,3,USDC,862827505.501934
1inch,2023-07-01 00:00:00.000 UTC,18028,3,USDT,668514332.82273
1inch,2023-08-01 00:00:00.000 UTC,14305,3,USDC,1717462808.919598
Uniswap Universal Router,2023-08-01 00:00:00.000 UTC,11547,3,USDT,144709967.242502
Curve 3pool,2023-08-01 00:00:00.000 UTC,6333,3,USDT,2429372604.588276
Uniswap Universal Router,2023-08-01 00:00:00.000 UTC,34197,3,USDC,776989630.97097
1inch,2023-08-01 00:00:00.000 UTC,21831,3,USDT,1058318878.120016
Curve 3pool,2023-08-01 00:00:00.000 UTC,6052,3,USDC,1919522983.638202
Uniswap V3,2023-08-01 00:00:00.000 UTC,2044,3,USDT,8817156.656518
Tornado Cash,2023-08-01 00:00:00.000 UTC,14,3,USDT,10400.0
Compound V3,2023-08-01 00:00:00.000 UTC,1619,3,USDC,570477613.908675
Uniswap V3,2023-08-01 00:00:00.000 UTC,5996,3,USDC,122200644.414214
Uniswap Universal Router,2023-09-01 00:00:00.000 UTC,34757,3,USDC,811678751.0203
Uniswap V3,2023-09-01 00:00:00.000 UTC,1214,3,USDT,3809536.089104
Curve 3pool,2023-09-01 00:00:00.000 UTC,5304,3,USDC,1005180773.381691
1inch,2023-09-01 00:00:00.000 UTC,12955,3,USDC,1127502704.929232
Uniswap V3,2023-09-01 00:00:00.000 UTC,3570,3,USDC,113507699.132522
Tornado Cash,2023-09-01 00:00:00.000 UTC,16,3,USDT,8800.0
Uniswap Universal Router,2023-09-01 00:00:00.000 UTC,12568,3,USDT,63188017.04351
Curve 3pool,2023-09-01 00:00:00.000 UTC,5098,3,USDT,1175142960.775518
1inch,2023-09-01 00:00:00.000 UTC,20980,3,USDT,713507144.679122
Compound V3,2023-09-01 00:00:00.000 UTC,1346,3,USDC,191309894.199015
Compound V3,2023-10-01 00:00:00.000 UTC,2287,3,USDC,480318738.664898
Uniswap Universal Router,2023-10-01 00:00:00.000 UTC,52035,3,USDC,735922145.786208
1inch,2023-10-01 00:00:00.000 UTC,30679,3,USDT,860944416.81405
Uniswap Universal Router,2023-10-01 00:00:00.000 UTC,36010,3,USDT,201886207.169164
Curve 3pool,2023-10-01 00:00:00.000 UTC,5839,3,USDT,1239180755.385684
1inch,2023-10-01 00:00:00.000 UTC,17513,3,USDC,1963919278.856628
Curve 3pool,2023-10-01 00:00:00.000 UTC,5569,3,USDC,1000581370.056116
Uniswap V3,2023-10-01 00:00:00.000 UTC,4856,3,USDC,146559598.738312
Uniswap V3,2023-10-01 00:00:00.000 UTC,1055,3,USDT,6393600.305406
Tornado Cash,2023-10-01 00:00:00.000 UTC,6,3,USDT,600.0
Curve 3pool,2023-11-01 00:00:00.000 UTC,6787,3,USDT,1166716464.219018
Curve 3pool,2023-11-01 00:00:00.000 UTC,4554,3,USDC,1230310900.015377
Uniswap Universal Router,2023-11-01 00:00:00.000 UTC,54812,3,USDT,299461295.674508
1inch,2023-11-01 00:00:00.000 UTC,26158,3,USDT,1135559247.972456
Uniswap V3,2023-11-01 00:00:00.000 UTC,2306,3,USDT,17705193.436094
1inch,2023-11-01 00:00:00.000 UTC,17200,3,USDC,2936049881.855052
Uniswap Universal Router,2023-11-01 00:00:00.000 UTC,55684,3,USDC,643119304.004548
Tornado Cash,2023-11-01 00:00:00.000 UTC,4,3,USDT,400.0
Compound V3,2023-11-01 00:00:00.000 UTC,2680,3,USDC,551801913.906259
Uniswap V3,2023-11-01 00:00:00.000 UTC,6399,3,USDC,212123017.08406
1inch,2023-12-01 00:00:00.000 UTC,18376,3,USDC,2137043321.75081
1inch,2023-12-01 00:00:00.000 UTC,27957,3,USDT,1211712965.990462
Uniswap V3,2023-12-01 00:00:00.000 UTC,3416,3,USDT,30390559.3123
Uniswap V3,2023-12-01 00:00:00.000 UTC,5350,3,USDC,279222857.092586
Compound V3,2023-12-01 00:00:00.000 UTC,2672,3,USDC,487132140.051088
Curve 3pool,2023-12-01 00:00:00.000 UTC,4523,3,USDC,1505278426.002668
Uniswap Universal Router,2023-12-01 00:00:00.000 UTC,66858,3,USDT,297787378.304898
Curve 3pool,2023-12-01 00:00:00.000 UTC,5709,3,USDT,1566768643.55568
Uniswap Universal Router,2023-12-01 00:00:00.000 UTC,81247,3,USDC,761436490.513094
Compound V3,2024-01-01 00:00:00.000 UTC,2922,3,USDC,724741647.192704
Uniswap V3,2024-01-01 00:00:00.000 UTC,3466,3,USDT,31043284.511152
1inch,2024-01-01 00:00:00.000 UTC,29070,3,USDT,1344590159.715774
Curve 3pool,2024-01-01 00:00:00.000 UTC,7810,3,USDT,2064660389.806832
1inch,2024-01-01 00:00:00.000 UTC,20761,3,USDC,2320790672.996154
Uniswap Universal Router,2024-01-01 00:00:00.000 UTC,70141,3,USDT,366692474.50951
Uniswap Universal Router,2024-01-01 00:00:00.000 UTC,112107,3,USDC,739377345.056716
Uniswap V3,2024-01-01 00:00:00.000 UTC,5718,3,USDC,221187815.874724
Curve 3pool,2024-01-01 00:00:00.000 UTC,6404,3,USDC,2083713946.51573
Curve 3pool,2024-02-01 00:00:00.000 UTC,4902,3,USDC,1729767948.764284
Uniswap Universal Router,2024-02-01 00:00:00.000 UTC,92016,3,USDC,864001120.18939
1inch,2024-02-01 00:00:00.000 UTC,18210,3,USDC,1897534816.683524
Uniswap V3,2024-02-01 00:00:00.000 UTC,3105,3,USDT,41372103.492082
1inch,2024-02-01 00:00:00.000 UTC,24537,3,USDT,1307231509.359868
Uniswap Universal Router,2024-02-01 00:00:00.000 UTC,64178,3,USDT,475053039.300468
Compound V3,2024-02-01 00:00:00.000 UTC,2756,3,USDC,664855755.202429
Uniswap V3,2024-02-01 00:00:00.000 UTC,4282,3,USDC,224321562.214976
Curve 3pool,2024-02-01 00:00:00.000 UTC,6902,3,USDT,1556543312.282038
Uniswap V3,2024-03-01 00:00:00.000 UTC,5086,3,USDT,57498684.290442
1inch,2024-03-01 00:00:00.000 UTC,18575,3,USDC,1142618202.380814
1inch,2024-03-01 00:00:00.000 UTC,24331,3,USDT,1133186764.492516
Compound V3,2024-03-01 00:00:00.000 UTC,3292,3,USDC,1089474830.733133
Curve 3pool,2024-03-01 00:00:00.000 UTC,6496,3,USDC,2988414556.853175
Curve 3pool,2024-03-01 00:00:00.000 UTC,8309,3,USDT,3078441329.422344
Uniswap Universal Router,2024-03-01 00:00:00.000 UTC,107271,3,USDC,1374648868.611018
Uniswap V3,2024-03-01 00:00:00.000 UTC,7518,3,USDC,404414384.091892
Uniswap Universal Router,2024-03-01 00:00:00.000 UTC,85181,3,USDT,727642388.927882
Uniswap Universal Router,2024-04-01 00:00:00.000 UTC,175362,3,USDT,709151734.636332
1inch,2024-04-01 00:00:00.000 UTC,36660,3,USDC,604263441.640356
Compound V3,2024-04-01 00:00:00.000 UTC,2929,3,USDC,740220796.088759
1inch,2024-04-01 00:00:00.000 UTC,29265,3,USDT,920124641.130968
Curve 3pool,2024-04-01 00:00:00.000 UTC,8464,3,USDT,2501129078.097031
Uniswap Universal Router,2024-04-01 00:00:00.000 UTC,169059,3,USDC,1022496017.656256
Uniswap V3,2024-04-01 00:00:00.000 UTC,8562,3,USDT,79279869.891982
Curve 3pool,2024-04-01 00:00:00.000 UTC,7374,3,USDC,2293752113.420773
Uniswap V3,2024-04-01 00:00:00.000 UTC,7681,3,USDC,230711781.293082
Uniswap V3,2024-05-01 00:00:00.000 UTC,8917,3,USDC,351108284.813054
1inch,2024-05-01 00:00:00.000 UTC,32088,3,USDT,1127358468.097308
Curve 3pool,2024-05-01 00:00:00.000 UTC,8397,3,USDT,2162106875.550323
1inch,2024-05-01 00:00:00.000 UTC,46139,3,USDC,437578222.06748
Uniswap Universal Router,2024-05-01 00:00:00.000 UTC,197023,3,USDC,723233922.953574
Compound V3,2024-05-01 00:00:00.000 UTC,2717,3,USDC,490306340.715189
Uniswap Universal Router,2024-05-01 00:00:00.000 UTC,207216,3,USDT,604005753.531994
Uniswap V3,2024-05-01 00:00:00.000 UTC,9967,3,USDT,50505791.84557
Curve 3pool,2024-05-01 00:00:00.000 UTC,7040,3,USDC,2208349900.471042
Compound V3,2024-06-01 00:00:00.000 UTC,2762,3,USDC,372260124.828871
1inch,2024-06-01 00:00:00.000 UTC,24221,3,USDT,642412118.59881
1inch,2024-06-01 00:00:00.000 UTC,32029,3,USDC,557895460.099422
Curve 3pool,2024-06-01 00:00:00.000 UTC,7115,3,USDT,1740610096.974566
Curve 3pool,2024-06-01 00:00:00.000 UTC,5898,3,USDC,1367596297.225387
Uniswap V3,2024-06-01 00:00:00.000 UTC,8032,3,USDC,164802562.589806
Uniswap Universal Router,2024-06-01 00:00:00.000 UTC,172614,3,USDT,439778510.477968
Uniswap Universal Router,2024-06-01 00:00:00.000 UTC,164374,3,USDC,548243572.821574
Uniswap V3,2024-06-01 00:00:00.000 UTC,10630,3,USDT,40165530.71665
Uniswap V3,2024-07-01 00:00:00.000 UTC,7976,3,USDC,197059863.422082
1inch,2024-07-01 00:00:00.000 UTC,50196,3,USDC,505837626.7007
1inch,2024-07-01 00:00:00.000 UTC,33631,3,USDT,322868157.356226
Tornado Cash,2024-07-01 00:00:00.000 UTC,1,3,USDT,15.017097
Uniswap Universal Router,2024-07-01 00:00:00.000 UTC,158826,3,USDC,535603418.02918
Curve 3pool,2024-07-01 00:00:00.000 UTC,6728,3,USDC,1047160486.102467
Compound V3,2024-07-01 00:00:00.000 UTC,3321,3,USDC,619949583.982598
Uniswap V3,2024-07-01 00:00:00.000 UTC,8848,3,USDT,50854037.8857
Uniswap Universal Router,2024-07-01 00:00:00.000 UTC,178285,3,USDT,426642653.327692
Curve 3pool,2024-07-01 00:00:00.000 UTC,7641,3,USDT,1465762328.55709
1inch,2024-08-01 00:00:00.000 UTC,40696,3,USDT,443484891.414076
Compound V3,2024-08-01 00:00:00.000 UTC,3375,3,USDC,438620914.359191
Curve 3pool,2024-08-01 00:00:00.000 UTC,10619,3,USDT,1634848500.140561
Uniswap V3,2024-08-01 00:00:00.000 UTC,11229,3,USDC,237061353.000692
Uniswap Universal Router,2024-08-01 00:00:00.000 UTC,175308,3,USDT,403756484.55464
Uniswap V3,2024-08-01 00:00:00.000 UTC,9126,3,USDT,51649139.332206
Uniswap Universal Router,2024-08-01 00:00:00.000 UTC,178339,3,USDC,567878198.03304
1inch,2024-08-01 00:00:00.000 UTC,51823,3,USDC,449312549.860718
Curve 3pool,2024-08-01 00:00:00.000 UTC,9633,3,USDC,1662434728.58303
Aave V3,2024-08-01 00:00:00.000 UTC,1,3,USDT,4.0
Uniswap Universal Router,2024-09-01 00:00:00.000 UTC,155154,3,USDC,380244040.010532
Uniswap V3,2024-09-01 00:00:00.000 UTC,7668,3,USDC,92115275.355112
Uniswap V3,2024-09-01 00:00:00.000 UTC,6205,3,USDT,11687059.000062
1inch,2024-09-01 00:00:00.000 UTC,41111,3,USDC,240769275.251382
Curve 3pool,2024-09-01 00:00:00.000 UTC,6526,3,USDT,1116781415.049316
Uniswap Universal Router,2024-09-01 00:00:00.000 UTC,140217,3,USDT,281939472.10394
1inch,2024-09-01 00:00:00.000 UTC,31792,3,USDT,291906607.243624
Compound V3,2024-09-01 00:00:00.000 UTC,2066,3,USDC,283500229.548254
Curve 3pool,2024-09-01 00:00:00.000 UTC,6162,3,USDC,1091050675.395469
Uniswap V3,2024-10-01 00:00:00.000 UTC,4174,3,USDC,35324803.89967
1inch,2024-10-01 00:00:00.000 UTC,37199,3,USDC,377924697.62332
Curve 3pool,2024-10-01 00:00:00.000 UTC,7487,3,USDT,1798228868.215016
Curve 3pool,2024-10-01 00:00:00.000 UTC,6521,3,USDC,1802939598.321828
Uniswap V3,2024-10-01 00:00:00.000 UTC,3490,3,USDT,14910940.49647
Uniswap Universal Router,2024-10-01 00:00:00.000 UTC,153904,3,USDC,472944970.04563
Uniswap Universal Router,2024-10-01 00:00:00.000 UTC,150825,3,USDT,363619456.932
Compound V3,2024-10-01 00:00:00.000 UTC,2202,3,USDC,406414830.409552
1inch,2024-10-01 00:00:00.000 UTC,26097,3,USDT,402577790.293608
Uniswap Universal Router,2024-11-01 00:00:00.000 UTC,160693,3,USDT,628604918.028952
Curve 3pool,2024-11-01 00:00:00.000 UTC,7766,3,USDC,2371128113.845483
Uniswap V3,2024-11-01 00:00:00.000 UTC,5866,3,USDC,72901265.225522
Uniswap V3,2024-11-01 00:00:00.000 UTC,5023,3,USDT,28640244.75418
Curve 3pool,2024-11-01 00:00:00.000 UTC,9488,3,USDT,2474962307.322345
Compound V3,2024-11-01 00:00:00.000 UTC,3651,3,USDC,528298753.223599
1inch,2024-11-01 00:00:00.000 UTC,33577,3,USDT,923567007.597776
Uniswap Universal Router,2024-11-01 00:00:00.000 UTC,163139,3,USDC,825761052.870644
1inch,2024-11-01 00:00:00.000 UTC,39460,3,USDC,1961057240.508416
Curve 3pool,2024-12-01 00:00:00.000 UTC,12054,3,USDC,2412939744.331055
Uniswap V3,2024-12-01 00:00:00.000 UTC,6620,3,USDC,92266202.987886
1inch,2024-12-01 00:00:00.000 UTC,33051,3,USDT,656853219.823658
Curve 3pool,2024-12-01 00:00:00.000 UTC,14523,3,USDT,3193676815.776112
Uniswap V3,2024-12-01 00:00:00.000 UTC,5178,3,USDT,23183636.632996
Compound V3,2024-12-01 00:00:00.000 UTC,3877,3,USDC,671478506.534625
1inch,2024-12-01 00:00:00.000 UTC,36065,3,USDC,1107997436.301718
Uniswap Universal Router,2024-12-01 00:00:00.000 UTC,173570,3,USDT,644682206.0409
Uniswap Universal Router,2024-12-01 00:00:00.000 UTC,184860,3,USDC,826024876.440796
Uniswap Universal Router,2025-01-01 00:00:00.000 UTC,146791,3,USDT,454046875.846806
Uniswap V3,2025-01-01 00:00:00.000 UTC,7752,3,USDC,75097904.094688
Uniswap Universal Router,2025-01-01 00:00:00.000 UTC,186053,3,USDC,694209297.144614
Aave V3,2025-01-01 00:00:00.000 UTC,1,3,USDC,9.0
Uniswap V3,2025-01-01 00:00:00.000 UTC,5007,3,USDT,17156112.810482
Curve 3pool,2025-01-01 00:00:00.000 UTC,14451,3,USDT,3136777264.86499
Curve 3pool,2025-01-01 00:00:00.000 UTC,12187,3,USDC,2477765554.416833
1inch,2025-01-01 00:00:00.000 UTC,47186,3,USDC,530690215.252832
1inch,2025-01-01 00:00:00.000 UTC,32156,3,USDT,250123757.9199
Compound V3,2025-01-01 00:00:00.000 UTC,4761,3,USDC,639645033.538895
Uniswap V3,2025-02-01 00:00:00.000 UTC,9008,3,USDC,73437080.965286
1inch,2025-02-01 00:00:00.000 UTC,48524,3,USDC,243102651.936738
Curve 3pool,2025-02-01 00:00:00.000 UTC,11780,3,USDC,1444226842.641031
Uniswap Universal Router,2025-02-01 00:00:00.000 UTC,30499,3,USDC,65145053.335778
1inch,2025-02-01 00:00:00.000 UTC,39225,3,USDT,280947979.94536
Compound V3,2025-02-01 00:00:00.000 UTC,4481,3,USDC,637001606.579091
Curve 3pool,2025-02-01 00:00:00.000 UTC,15313,3,USDT,2116013627.079487
Uniswap V3,2025-02-01 00:00:00.000 UTC,7626,3,USDT,22202153.4984
Uniswap Universal Router,2025-02-01 00:00:00.000 UTC,9905,3,USDT,42368025.824122
Tornado Cash,2025-03-01 00:00:00.000 UTC,12,3,USDT,1200.0
Compound V3,2025-03-01 00:00:00.000 UTC,4153,3,USDC,531212347.267951
1inch,2025-03-01 00:00:00.000 UTC,48561,3,USDC,260818286.311708
Curve 3pool,2025-03-01 00:00:00.000 UTC,10623,3,USDT,1125696203.181142
Uniswap Universal Router,2025-03-01 00:00:00.000 UTC,8511,3,USDT,28193782.207054
Curve 3pool,2025-03-01 00:00:00.000 UTC,8663,3,USDC,787474454.134383
Tornado Cash,2025-03-01 00:00:00.000 UTC,4,3,USDC,400.0
Aave V3,2025-03-01 00:00:00.000 UTC,4,3,USDC,2.011006
1inch,2025-03-01 00:00:00.000 UTC,42257,3,USDT,263200806.438884
Uniswap V3,2025-03-01 00:00:00.000 UTC,5202,3,USDT,12450824.611462
Uniswap Universal Router,2025-03-01 00:00:00.000 UTC,38543,3,USDC,37076698.003118
Uniswap V3,2025-03-01 00:00:00.000 UTC,7903,3,USDC,38374746.595102
Uniswap Universal Router,2025-04-01 00:00:00.000 UTC,6193,3,USDT,10888798.758994
1inch,2025-04-01 00:00:00.000 UTC,47327,3,USDC,219856066.634884
Curve 3pool,2025-04-01 00:00:00.000 UTC,14782,3,USDT,869155174.888095
Uniswap V3,2025-04-01 00:00:00.000 UTC,3407,3,USDT,7111341.75343
Tornado Cash,2025-04-01 00:00:00.000 UTC,142,3,USDT,82600.0
Uniswap V3,2025-04-01 00:00:00.000 UTC,12409,3,USDC,48418179.99807
Uniswap Universal Router,2025-04-01 00:00:00.000 UTC,35880,3,USDC,29002149.030724
Tornado Cash,2025-04-01 00:00:00.000 UTC,24,3,USDC,2400.0
Compound V3,2025-04-01 00:00:00.000 UTC,3696,3,USDC,654582018.552742
Curve 3pool,2025-04-01 00:00:00.000 UTC,12901,3,USDC,641948990.322446
1inch,2025-04-01 00:00:00.000 UTC,50743,3,USDT,356512641.3311
Compound V3,2025-05-01 00:00:00.000 UTC,3647,3,USDC,614754670.717813
1inch,2025-05-01 00:00:00.000 UTC,53886,3,USDT,340685635.870366
Uniswap Universal Router,2025-05-01 00:00:00.000 UTC,5199,3,USDT,14471836.264206
Uniswap V3,2025-05-01 00:00:00.000 UTC,2854,3,USDT,13841434.034532
Uniswap Universal Router,2025-05-01 00:00:00.000 UTC,29012,3,USDC,32044544.047328
Curve 3pool,2025-05-01 00:00:00.000 UTC,15516,3,USDT,1302694823.698645
Tornado Cash,2025-05-01 00:00:00.000 UTC,290,3,USDT,176600.0
Aave V3,2025-05-01 00:00:00.000 UTC,1,3,USDC,3.0
Uniswap V3,2025-05-01 00:00:00.000 UTC,6654,3,USDC,62975135.420562
1inch,2025-05-01 00:00:00.000 UTC,53402,3,USDC,197046848.23615
Tornado Cash,2025-05-01 00:00:00.000 UTC,22,3,USDC,5800.0
Curve 3pool,2025-05-01 00:00:00.000 UTC,13624,3,USDC,936444564.207584
Uniswap V3,2025-06-01 00:00:00.000 UTC,2901,3,USDT,9968975.651376
1inch,2025-06-01 00:00:00.000 UTC,31593,3,USDT,232730074.80066
Uniswap Universal Router,2025-06-01 00:00:00.000 UTC,5642,3,USDT,10714611.920232
Curve 3pool,2025-06-01 00:00:00.000 UTC,10798,3,USDC,826838253.713893
1inch,2025-06-01 00:00:00.000 UTC,42235,3,USDC,212376813.573134
Uniswap V3,2025-06-01 00:00:00.000 UTC,6904,3,USDC,48123995.560598
Curve 3pool,2025-06-01 00:00:00.000 UTC,12160,3,USDT,1119929314.241017
Tornado Cash,2025-06-01 00:00:00.000 UTC,96,3,USDC,87000.0
Tornado Cash,2025-06-01 00:00:00.000 UTC,397,3,USDT,365400.001
Uniswap Universal Router,2025-06-01 00:00:00.000 UTC,27671,3,USDC,20670811.61372
Compound V3,2025-06-01 00:00:00.000 UTC,3172,3,USDC,364404252.31165
Uniswap V3,2025-07-01 00:00:00.000 UTC,3395,3,USDT,12580782.73574
Uniswap V3,2025-07-01 00:00:00.000 UTC,12926,3,USDC,33802078.371616
1inch,2025-07-01 00:00:00.000 UTC,58999,3,USDC,254145104.481398
Tornado Cash,2025-07-01 00:00:00.000 UTC,211,3,USDC,195600.001
Uniswap Universal Router,2025-07-01 00:00:00.000 UTC,8298,3,USDT,27166854.788138
1inch,2025-07-01 00:00:00.000 UTC,46940,3,USDT,525577149.59611
Uniswap Universal Router,2025-07-01 00:00:00.000 UTC,31850,3,USDC,33149691.79604
Tornado Cash,2025-07-01 00:00:00.000 UTC,82,3,USDT,29800.0
Compound V3,2025-07-01 00:00:00.000 UTC,5524,3,USDC,675079261.538916
Curve 3pool,2025-07-01 00:00:00.000 UTC,7030,3,USDC,278509227.681435
Curve 3pool,2025-07-01 00:00:00.000 UTC,7708,3,USDT,550806350.755918
Curve 3pool,2025-08-01 00:00:00.000 UTC,9475,3,USDT,691853880.421115
Uniswap V3,2025-08-01 00:00:00.000 UTC,12273,3,USDC,68071011.150002
Curve 3pool,2025-08-01 00:00:00.000 UTC,8668,3,USDC,339091311.555494
Uniswap V3,2025-08-01 00:00:00.000 UTC,3966,3,USDT,36563302.164264
Uniswap Universal Router,2025-08-01 00:00:00.000 UTC,40056,3,USDC,54631169.36537
1inch,2025-08-01 00:00:00.000 UTC,72478,3,USDC,285983512.209782
1inch,2025-08-01 00:00:00.000 UTC,62969,3,USDT,508147493.513762
Uniswap Universal Router,2025-08-01 00:00:00.000 UTC,9320,3,USDT,43751334.741946
Tornado Cash,2025-08-01 00:00:00.000 UTC,118,3,USDT,51400.0
Compound V3,2025-08-01 00:00:00.000 UTC,5113,3,USDC,528233962.929256
Tornado Cash,2025-08-01 00:00:00.000 UTC,188,3,USDC,159200.0
Uniswap V3,2025-09-01 00:00:00.000 UTC,5651,3,USDT,61665632.447324
Tornado Cash,2025-09-01 00:00:00.000 UTC,52,3,USDC,5200.0
Compound V3,2025-09-01 00:00:00.000 UTC,3687,3,USDC,427060895.837402
Uniswap Universal Router,2025-09-01 00:00:00.000 UTC,5803,3,USDT,29367548.231046
1inch,2025-09-01 00:00:00.000 UTC,49412,3,USDT,428508289.205348
Curve 3pool,2025-09-01 00:00:00.000 UTC,7958,3,USDC,325848376.55844
Uniswap Universal Router,2025-09-01 00:00:00.000 UTC,30456,3,USDC,29541803.31639
Tornado Cash,2025-09-01 00:00:00.000 UTC,164,3,USDT,110000.0
Curve 3pool,2025-09-01 00:00:00.000 UTC,8222,3,USDT,511630460.790766
1inch,2025-09-01 00:00:00.000 UTC,61078,3,USDC,176675573.522416
Uniswap V3,2025-09-01 00:00:00.000 UTC,10655,3,USDC,173190993.98813
Uniswap Universal Router,2025-10-01 00:00:00.000 UTC,31075,3,USDC,14000945.715766
Uniswap Universal Router,2025-10-01 00:00:00.000 UTC,5346,3,USDT,17467146.719872
1inch,2025-10-01 00:00:00.000 UTC,65165,3,USDC,295406150.725752
Aave V3,2025-10-01 00:00:00.000 UTC,2,3,USDC,1.785403
Uniswap V3,2025-10-01 00:00:00.000 UTC,6854,3,USDT,28167442.761352
Tornado Cash,2025-10-01 00:00:00.000 UTC,132,3,USDT,65400.0
Curve 3pool,2025-10-01 00:00:00.000 UTC,8667,3,USDC,395263121.419136
Compound V3,2025-10-01 00:00:00.000 UTC,5180,3,USDC,935822692.918487
Uniswap V3,2025-10-01 00:00:00.000 UTC,9702,3,USDC,87603702.594576
Aave V3,2025-10-01 00:00:00.000 UTC,1,3,USDT,138.445271
Tornado Cash,2025-10-01 00:00:00.000 UTC,102,3,USDC,57000.0
1inch,2025-10-01 00:00:00.000 UTC,46458,3,USDT,305482532.963632
Curve 3pool,2025-10-01 00:00:00.000 UTC,9224,3,USDT,612898401.395619
Uniswap V3,2025-11-01 00:00:00.000 UTC,4944,3,USDT,21264795.021048
Compound V3,2025-11-01 00:00:00.000 UTC,4701,3,USDC,814943739.927872
Aave V3,2025-11-01 00:00:00.000 UTC,1,3,USDT,0.42203
Uniswap V3,2025-11-01 00:00:00.000 UTC,9534,3,USDC,65593018.00672
1inch,2025-11-01 00:00:00.000 UTC,21867,3,USDT,136864835.592964
Tornado Cash,2025-11-01 00:00:00.000 UTC,118,3,USDT,46000.0
Uniswap Universal Router,2025-11-01 00:00:00.000 UTC,3030,3,USDT,2232370.936976
Uniswap Universal Router,2025-11-01 00:00:00.000 UTC,25794,3,USDC,5263060.110582
Curve 3pool,2025-11-01 00:00:00.000 UTC,11034,3,USDC,451833745.373946
Curve 3pool,2025-11-01 00:00:00.000 UTC,12072,3,USDT,807798473.140952
Tornado Cash,2025-11-01 00:00:00.000 UTC,76,3,USDC,32800.0
1inch,2025-11-01 00:00:00.000 UTC,51470,3,USDC,153278451.27987
Uniswap V3,2025-12-01 00:00:00.000 UTC,7897,3,USDC,55479270.779968
Compound V3,2025-12-01 00:00:00.000 UTC,2934,3,USDC,352547921.580305
Tornado Cash,2025-12-01 00:00:00.000 UTC,74,3,USDT,38000.0
