address,flow_symmetry,in_degree,inflow_usd,n_transfers,out_degree,outflow_usd,total_volume_usd
0x091d1c972cb1648537a2ba78eaba371b1ce18336,0.9999999996755138,17,1933894869.433547,379,28,1933894868.8060248,3867789738.2395716
0x36265ccb447d33aa7b4dcf0830b5fcdd91dbd5d1,0.9999999999852255,93,1903201785.2938268,2431,96,1903201785.265708,3806403570.559535
0x5c73e1cfdd85b7f1d608f7f7736fc8c653513b7a,0.9382763214908936,31,1937916719.8877168,8455,18,1818301371.2919452,3756218091.1796618
0x9a772018fbd77fcd2d25657e5c547baff3fd7d16,0.9998871231846495,1975,1847439426.5173542,73919,1562,1847230893.438336,3694670319.9556904
0x2d4d2a025b10c09bdbd794b4fce4f7ea8c7d7bb4,0.9725455759113348,31,1867787762.3347573,222,9,1816508725.0,3684296487.3347573
0x056c1eb7c23feaefa4ce9187aca960529868fd92,1.0,4,1839910817.9299998,2110,1,1839910817.9299998,3679821635.8599997
0xb685760ebd368a891f27ae547391f4e2a289895b,0.9997973476576381,26145,1833700505.1516545,108728,20096,1833328901.4490952,3667029406.60075
0x3ee18b2214aff97000d974cf647e7c347e8fa585,0.9043259170481676,2043,1737801066.7752938,33384,2608,1921653503.4710639,3659454570.246358
0x04c8577958ccc170eb3d2cca76f9d51bc6e42d8f,0.9988882041191823,1559,1817432601.4154544,53235,3554,1819455464.5062237,3636888065.921678
0xe725b25cfbb2456fc7efd2cda04267dd2413118f,0.9999999999999998,1,1810189855.0000002,84,1,1810189854.9999998,3620379710.0
0xa01aa2196724a39290f465b3925e5dcafe7f2256,0.9889902721614036,10,1786609010.5738666,1506,10,1806498062.5838668,3593107073.1577334
0x4fb312915b779b1339388e14b6d079741ca83128,0.9858080549270553,4,1803000010.11,2004,2,1777411933.0,3580411943.1099997
0x74de5d4fcbf63e00296fd95d33236b9794016631,0.9999999999999996,110202,1776911257.4674308,1205045,124409,1776911257.4674315,3553822514.934862
0xc08b122fb1057149f55d49d3d5cea0d083b37ffb,0.9999427058822614,41,1774827558.574725,949,33,1774725871.3956182,3549553429.970343
0x8387e242e84186a96f3330b5fb9bc04a730927f2,0.9999999985130812,2,1770409439.240393,305,2,1770409436.6079378,3540818875.8483305
0x225a38bc71102999dd13478bfabd7c4d53f2dc17,0.999999999999998,10001,1760789487.1399024,92136,9743,1760789487.1398988,3521578974.2798014
0x47ac0fb4f2d84898e4d9e7b4dab3c24507a6d503,0.0,2,3514997668.944908,8,0,0.0,3514997668.944908
0x87b49a99cbce4a9030e67919b776aa97d538adda,0.9999964835550678,52,1754132160.817039,1886,17,1754138329.147877,3508270489.964916
0xb969b0d14f7682baf37ba7c364b351b830a812b2,0.9999999999999998,1441,1747603865.2297785,12158,10,1747603865.229779,3495207730.4595575
0x7f030dded85c2672a84b3b33528f57babbdcf7e4,0.999999999999999,17,1740602228.3933408,11668,2,1740602228.3933425,3481204456.786683
0x6f1cdbbb4d53d226cf4b917bf768b94acbab6168,0.9994921047165831,13612,1734164549.5877259,132635,8660,1735045771.151406,3469210320.739132
0xe1dbaf5e6a058a5de83a2427bd8c36b2ffd5905f,0.9999999999999999,1,1722861434.8999999,1529,1,1722861434.9,3445722869.8
0x676aecc97bf721c3cb3329a22d49c0ea0ed375f7,0.9981175914121316,99,1720740290.5024884,3190,72,1723985535.6802137,3444725826.182702
0xdbefb887662ca19cd485381f3386fe5f8537b910,0.9999999417144977,255,1715692515.5607228,1908,126,1715692415.5607228,3431384931.1214457
0x6c73b1ca08bbc3f44340603b1fb9e331c2abaca7,0.9949220875974819,122,1718444557.6152384,11541,515,1709718446.6830842,3428163004.2983227
0xdbbab155df620ba681b91a1c23822ac5426074f0,1.0,8,1710827617.791958,1024,1,1710827617.791958,3421655235.583916
0xfedb7220169cc948ec5e0fbbe4030fef98ebf57a,0.9999999994548935,39,1699519747.1453683,3560,41,1699519746.218949,3399039493.3643174
0x9c27145a914007b20f9e84bd9a79782fee7e91df,0.9999999999998681,20,1694900672.9255273,1592,27,1694900672.9253037,3389801345.850831
0xc45224eb37730fde22ba371c0e368452db5305e7,0.9999837141913839,3,1683629540.0236676,14690,3,1683602120.7551982,3367231660.778866
0xa58d0bfa77444cc2afb4af4f511b58703a584afc,1.0,4,1664521776.6927042,385,1,1664521776.6927042,3329043553.3854084
0x9320f4d9e4aaf70ce8643ced16aea38b153b82a5,0.9999997851240052,245,1660640031.8341029,4549,531,1660639675.002424,3321279706.836527
0x6c4898242ec8efe57cd079b435a11cb56fa28804,0.9958785753017804,145,1662783057.8063064,4993,127,1655930022.6440823,3318713080.450389
0x974caa59e49682cda0ad2bbe82983419a2ecc400,0.9979029541531038,66417,1648939308.363858,557472,86641,1652404476.3082929,3301343784.6721506
0x4a14347083b80e5216ca31350a2d21702ac3650d,0.9999851050732088,9551,1648556697.5581882,103044,8783,1648581253.0552619,3297137950.61345
0xe69f81b825d7dc31ee9becef4dbeab5cf30e3abb,1.0,7,1639196014.554698,884,3,1639196014.554698,3278392029.109396
0x77f7b398a23ef4cab31dd5503fd8446c4480c70b,0.9999999999999999,16,1637503373.8912566,2478,1,1637503373.8912568,3275006747.7825136
