,USDT_mcap,USDC_mcap,DAI_mcap,USDS_mcap,USDe_mcap,PYUSD_mcap,USDD_mcap,BUSD_mcap,USD0_mcap,USD1_mcap,BUIDL_mcap,RLUSD_mcap,USDf_mcap,USYC_mcap,USDG_mcap,USDY_mcap,GHO_mcap,USDTB_mcap,total_supply
2019-01-01,25104324.0,250087487.0,,,,,,,,,,,,,,,,,275191811.0
2019-01-02,25104324.0,257922895.0,,,,,,,,,,,,,,,,,283027219.0
2019-01-03,25104324.0,284161582.0,,,,,,,,,,,,,,,,,309265906.0
2019-01-04,25104324.0,286864670.0,,,,,,,,,,,,,,,,,311968994.0
2019-01-05,25104324.0,291244899.0,,,,,,,,,,,,,,,,,316349223.0
2019-01-06,25104324.0,291214025.0,,,,,,,,,,,,,,,,,316318349.0
2019-01-07,25104324.0,302341373.0,,,,,,,,,,,,,,,,,327445697.0
2019-01-08,25104324.0,314873964.0,,,,,,,,,,,,,,,,,339978288.0
2019-01-09,25104324.0,324564646.0,,,,,,,,,,,,,,,,,349668970.0
2019-01-10,25104324.0,342268109.0,,,,,,,,,,,,,,,,,367372433.0
2019-01-11,25104324.0,344833698.0,,,,,,,,,,,,,,,,,369938022.0
2019-01-12,25104324.0,351581975.0,,,,,,,,,,,,,,,,,376686299.0
2019-01-13,25104324.0,361028960.0,,,,,,,,,,,,,,,,,386133284.0
2019-01-14,25104324.0,368307846.0,,,,,,,,,,,,,,,,,393412170.0
2019-01-15,25104324.0,360989470.0,,,,,,,,,,,,,,,,,386093794.0
2019-01-16,25104324.0,356447480.0,,,,,,,,,,,,,,,,,381551804.0
2019-01-17,25104324.0,317569445.0,,,,,,,,,,,,,,,,,342673769.0
2019-01-18,25104324.0,313461185.0,,,,,,,,,,,,,,,,,338565509.0
2019-01-19,25104324.0,322154670.0,,,,,,,,,,,,,,,,,347258994.0
2019-01-20,25104324.0,322151552.0,,,,,,,,,,,,,,,,,347255876.0
2019-01-21,25104324.0,322108798.0,,,,,,,,,,,,,,,,,347213122.0
2019-01-22,25099574.0,324721060.0,,,,,,,,,,,,,,,,,349820634.0
2019-01-23,25099574.0,329708866.0,,,,,,,,,,,,,,,,,354808440.0
2019-01-24,25099574.0,312692332.0,,,,,,,,,,,,,,,,,337791906.0
2019-01-25,25099574.0,320099673.0,,,,,,,,,,,,,,,,,345199247.0
2019-01-26,25099574.0,322907950.0,,,,,,,,,,,,,,,,,348007524.0
2019-01-27,25099574.0,322713060.0,,,,,,,,,,,,,,,,,347812634.0
2019-01-28,25099574.0,328998264.0,,,,,,,,,,,,,,,,,354097838.0
2019-01-29,25099574.0,314405272.0,,,,,,,,,,,,,,,,,339504846.0
2019-01-30,25099574.0,314110429.0,,,,,,,,,,,,,,,,,339210003.0
2019-01-31,25104324.0,314029964.0,,,,,,,,,,,,,,,,,339134288.0
2019-02-01,25104324.0,294118009.0,,,,,,,,,,,,,,,,,319222333.0
2019-02-02,25104324.0,298350242.0,,,,,,,,,,,,,,,,,323454566.0
2019-02-03,25104324.0,298298640.0,,,,,,,,,,,,,,,,,323402964.0
2019-02-04,25104324.0,298283047.0,,,,,,,,,,,,,,,,,323387371.0
2019-02-05,25104324.0,288510038.0,,,,,,,,,,,,,,,,,313614362.0
2019-02-06,25104324.0,288524015.0,,,,,,,,,,,,,,,,,313628339.0
2019-02-07,25104324.0,288135387.0,,,,,,,,,,,,,,,,,313239711.0
2019-02-08,25104324.0,273075215.0,,,,,,,,,,,,,,,,,298179539.0
2019-02-09,25104324.0,258118248.0,,,,,,,,,,,,,,,,,283222572.0
2019-02-10,25104324.0,258545052.0,,,,,,,,,,,,,,,,,283649376.0
2019-02-11,25104324.0,258289271.0,,,,,,,,,,,,,,,,,283393595.0
2019-02-12,25104324.0,258008758.0,,,,,,,,,,,,,,,,,283113082.0
2019-02-13,25104324.0,258268827.0,,,,,,,,,,,,,,,,,283373151.0
2019-02-14,25104324.0,244021075.0,,,,,,,,,,,,,,,,,269125399.0
2019-02-15,25104324.0,243796118.0,,,,,,,,,,,,,,,,,268900442.0
2019-02-16,25104324.0,244421667.0,,,,,,,,,,,,,,,,,269525991.0
2019-02-17,25104324.0,244320394.0,,,,,,,,,,,,,,,,,269424718.0
2019-02-18,25104324.0,244305946.0,,,,,,,,,,,,,,,,,269410270.0
2019-02-19,25104324.0,244427040.0,,,,,,,,,,,,,,,,,269531364.0
2019-02-20,25104324.0,244411448.0,,,,,,,,,,,,,,,,,269515772.0
2019-02-21,25104324.0,245443530.0,,,,,,,,,,,,,,,,,270547854.0
2019-02-22,25104324.0,230363178.0,,,,,,,,,,,,,,,,,255467502.0
2019-02-23,55104324.0,230024936.0,,,,,,,,,,,,,,,,,285129260.0
2019-02-24,55104324.0,230318776.0,,,,,,,,,,,,,,,,,285423100.0
2019-02-25,55104324.0,230346974.0,,,,,,,,,,,,,,,,,285451298.0
2019-02-26,55104324.0,231194083.0,,,,,,,,,,,,,,,,,286298407.0
2019-02-27,55104324.0,233428587.0,,,,,,,,,,,,,,,,,288532911.0
2019-02-28,55104324.0,235574019.0,,,,,,,,,,,,,,,,,290678343.0
2019-03-01,55104324.0,236390799.0,,,,,,,,,,,,,,,,,291495123.0
2019-03-02,55104324.0,239091194.0,,,,,,,,,,,,,,,,,294195518.0
2019-03-03,57103124.0,239604445.0,,,,,,,,,,,,,,,,,296707569.0
2019-03-04,56303124.0,239596677.0,,,,,,,,,,,,,,,,,295899801.0
2019-03-05,56303124.0,240476075.0,,,,,,,,,,,,,,,,,296779199.0
2019-03-06,56303124.0,241169664.0,,,,,,,,,,,,,,,,,297472788.0
2019-03-07,56303124.0,241788157.0,,,,,,,,,,,,,,,,,298091281.0
2019-03-08,56303124.0,231228366.0,,,,,,,,,,,,,,,,,287531490.0
2019-03-09,56303124.0,237272514.0,,,,,,,,,,,,,,,,,293575638.0
2019-03-10,56303124.0,237319720.0,,,,,,,,,,,,,,,,,293622844.0
2019-03-11,56303124.0,237305100.0,,,,,,,,,,,,,,,,,293608224.0
2019-03-12,58401024.0,240423514.0,,,,,,,,,,,,,,,,,298824538.0
2019-03-13,58401024.0,240437968.0,,,,,,,,,,,,,,,,,298838992.0
2019-03-14,58401024.0,240422497.0,,,,,,,,,,,,,,,,,298823521.0
2019-03-15,58401024.0,240513625.0,,,,,,,,,,,,,,,,,298914649.0
2019-03-16,58401024.0,239345064.0,,,,,,,,,,,,,,,,,297746088.0
2019-03-17,58401024.0,239344534.0,,,,,,,,,,,,,,,,,297745558.0
2019-03-18,58401024.0,239327277.0,,,,,,,,,,,,,,,,,297728301.0
2019-03-19,58401024.0,239721137.0,,,,,,,,,,,,,,,,,298122161.0
2019-03-20,58401024.0,239918625.0,,,,,,,,,,,,,,,,,298319649.0
2019-03-21,58401024.0,240475814.0,,,,,,,,,,,,,,,,,298876838.0
2019-03-22,58401024.0,243585990.0,,,,,,,,,,,,,,,,,301987014.0
2019-03-23,58401024.0,244405810.0,,,,,,,,,,,,,,,,,302806834.0
2019-03-24,58401024.0,244872923.0,,,,,,,,,,,,,,,,,303273947.0
2019-03-25,58401024.0,245251046.0,,,,,,,,,,,,,,,,,303652070.0
2019-03-26,58401024.0,246145168.0,,,,,,,,,,,,,,,,,304546192.0
2019-03-27,58401024.0,245379678.0,,,,,,,,,,,,,,,,,303780702.0
2019-03-28,58401024.0,245682152.0,,,,,,,,,,,,,,,,,304083176.0
2019-03-29,58401024.0,246138899.0,,,,,,,,,,,,,,,,,304539923.0
2019-03-30,58401024.0,246303027.0,,,,,,,,,,,,,,,,,304704051.0
2019-03-31,58401024.0,245988549.0,,,,,,,,,,,,,,,,,304389573.0
2019-04-01,60001024.0,245902628.0,,,,,,,,,,,,,,,,,305903652.0
2019-04-02,60001024.0,252624787.0,,,,,,,,,,,,,,,,,312625811.0
2019-04-03,60001024.0,256659242.0,,,,,,,,,,,,,,,,,316660266.0
2019-04-04,60001024.0,256254858.0,,,,,,,,,,,,,,,,,316255882.0
2019-04-05,60001024.0,257098013.0,,,,,,,,,,,,,,,,,317099037.0
2019-04-06,60001024.0,260432906.0,,,,,,,,,,,,,,,,,320433930.0
2019-04-07,60001024.0,260445582.0,,,,,,,,,,,,,,,,,320446606.0
2019-04-08,60001024.0,260638631.0,,,,,,,,,,,,,,,,,320639655.0
2019-04-09,80001024.0,260973619.0,,,,,,,,,,,,,,,,,340974643.0
2019-04-10,87501024.0,266158130.0,,,,,,,,,,,,,,,,,353659154.0
2019-04-11,129491024.0,262734805.0,,,,,,,,,,,,,,,,,392225829.0
2019-04-12,139481024.0,259043710.0,,,,,,,,,,,,,,,,,398524734.0
2019-04-13,159970524.0,259247873.0,,,,,,,,,,,,,,,,,419218397.0
2019-04-14,154970524.0,259435352.0,,,,,,,,,,,,,,,,,414405876.0
2019-04-15,154970524.0,259446297.0,,,,,,,,,,,,,,,,,414416821.0
2019-04-16,175661832.0,259384911.0,,,,,,,,,,,,,,,,,435046743.0
2019-04-17,183264222.0,259299482.0,,,,,,,,,,,,,,,,,442563704.0
2019-04-18,238598883.0,255904007.0,,,,,,,,,,,,,,,,,494502890.0
2019-04-19,244592883.0,252011054.0,,,,,,,,,,,,,,,,,496603937.0
2019-04-20,252449298.0,251997680.0,,,,,,,,,,,,,,,,,504446978.0
2019-04-21,246449298.0,251980940.0,,,,,,,,,,,,,,,,,498430238.0
2019-04-22,261435298.0,251351720.0,,,,,,,,,,,,,,,,,512787018.0
2019-04-23,261435298.0,251735513.0,,,,,,,,,,,,,,,,,513170811.0
2019-04-24,326320298.0,251760339.0,,,,,,,,,,,,,,,,,578080637.0
2019-04-25,371875442.0,252145266.0,,,,,,,,,,,,,,,,,624020708.0
2019-04-26,425241390.0,256155523.0,,,,,,,,,,,,,,,,,681396913.0
2019-04-27,405833283.0,261850518.0,,,,,,,,,,,,,,,,,667683801.0
2019-04-28,411334283.0,291843495.0,,,,,,,,,,,,,,,,,703177778.0
2019-04-29,411334283.0,291622029.0,,,,,,,,,,,,,,,,,702956312.0
2019-04-30,411334283.0,291583036.0,,,,,,,,,,,,,,,,,702917319.0
2019-05-01,411334283.0,291684313.0,,,,,,,,,,,,,,,,,703018596.0
2019-05-02,411334283.0,293581232.0,,,,,,,,,,,,,,,,,704915515.0
2019-05-03,411334283.0,292898324.0,,,,,,,,,,,,,,,,,704232607.0
2019-05-04,411334283.0,295462175.0,,,,,,,,,,,,,,,,,706796458.0
2019-05-05,411334283.0,298679129.0,,,,,,,,,,,,,,,,,710013412.0
2019-05-06,411334283.0,299452303.0,,,,,,,,,,,,,,,,,710786586.0
2019-05-07,411334283.0,301725126.0,,,,,,,,,,,,,,,,,713059409.0
2019-05-08,411334283.0,306390030.0,,,,,,,,,,,,,,,,,717724313.0
2019-05-09,411334283.0,313304893.0,,,,,,,,,,,,,,,,,724639176.0
2019-05-10,337334283.0,324222002.0,,,,,,,,,,,,,,,,,661556285.0
2019-05-11,337334283.0,326417357.0,,,,,,,,,,,,,,,,,663751640.0
2019-05-12,337334283.0,327108851.0,,,,,,,,,,,,,,,,,664443134.0
2019-05-13,337334283.0,327104229.0,,,,,,,,,,,,,,,,,664438512.0
2019-05-14,349022583.0,337193310.0,,,,,,,,,,,,,,,,,686215893.0
2019-05-15,330248450.0,347497236.0,,,,,,,,,,,,,,,,,677745686.0
2019-05-16,338908136.0,351623870.0,,,,,,,,,,,,,,,,,690532006.0
2019-05-17,347219683.0,356246056.0,,,,,,,,,,,,,,,,,703465739.0
2019-05-18,347950127.0,358499847.0,,,,,,,,,,,,,,,,,706449974.0
2019-05-19,347950127.0,358387825.0,,,,,,,,,,,,,,,,,706337952.0
2019-05-20,347950127.0,357670904.0,,,,,,,,,,,,,,,,,705621031.0
2019-05-21,373035306.0,357843174.0,,,,,,,,,,,,,,,,,730878480.0
2019-05-22,402752547.0,358435329.0,,,,,,,,,,,,,,,,,761187876.0
2019-05-23,420044813.0,359622478.0,,,,,,,,,,,,,,,,,779667291.0
2019-05-24,436808682.0,359550367.0,,,,,,,,,,,,,,,,,796359049.0
2019-05-25,477584689.0,359751443.0,,,,,,,,,,,,,,,,,837336132.0
2019-05-26,495566689.0,361589566.0,,,,,,,,,,,,,,,,,857156255.0
2019-05-27,504557689.0,362106781.0,,,,,,,,,,,,,,,,,866664470.0
2019-05-28,525811414.0,361517167.0,,,,,,,,,,,,,,,,,887328581.0
2019-05-29,536896090.0,360258047.0,,,,,,,,,,,,,,,,,897154137.0
2019-05-30,558438226.0,358843359.0,,,,,,,,,,,,,,,,,917281585.0
2019-05-31,561632728.0,329728608.0,,,,,,,,,,,,,,,,,891361336.0
2019-06-01,571990895.0,332877233.0,,,,,,,,,,,,,,,,,904868128.0
2019-06-02,573436398.0,333752965.0,,,,,,,,,,,,,,,,,907189363.0
2019-06-03,573436398.0,333715421.0,,,,,,,,,,,,,,,,,907151819.0
2019-06-04,584510088.0,334367197.0,,,,,,,,,,,,,,,,,918877285.0
2019-06-05,593794344.0,335078176.0,,,,,,,,,,,,,,,,,928872520.0
2019-06-06,616674017.0,336232230.0,,,,,,,,,,,,,,,,,952906247.0
2019-06-07,636096765.0,337533436.0,,,,,,,,,,,,,,,,,973630201.0
2019-06-08,642041115.0,337495870.0,,,,,,,,,,,,,,,,,979536985.0
2019-06-09,642041115.0,337493404.0,,,,,,,,,,,,,,,,,979534519.0
2019-06-10,644039115.0,337510132.0,,,,,,,,,,,,,,,,,981549247.0
2019-06-11,686777623.0,340120879.0,,,,,,,,,,,,,,,,,1026898502.0
2019-06-12,724786150.0,340012661.0,,,,,,,,,,,,,,,,,1064798811.0
2019-06-13,761382912.0,341186658.0,,,,,,,,,,,,,,,,,1102569570.0
2019-06-14,788340289.0,343470940.0,,,,,,,,,,,,,,,,,1131811229.0
2019-06-15,806278781.0,343664635.0,,,,,,,,,,,,,,,,,1149943416.0
2019-06-16,814270781.0,344152824.0,,,,,,,,,,,,,,,,,1158423605.0
2019-06-17,838246781.0,343676003.0,,,,,,,,,,,,,,,,,1181922784.0
2019-06-18,883264598.0,342163562.0,,,,,,,,,,,,,,,,,1225428160.0
2019-06-19,889859498.0,341838639.0,,,,,,,,,,,,,,,,,1231698137.0
2019-06-20,893742612.0,346208476.0,,,,,,,,,,,,,,,,,1239951088.0
2019-06-21,910779962.0,346879377.0,,,,,,,,,,,,,,,,,1257659339.0
2019-06-22,930137992.0,343306401.0,,,,,,,,,,,,,,,,,1273444393.0
2019-06-23,933134992.0,342598962.0,,,,,,,,,,,,,,,,,1275733954.0
2019-06-24,946134992.0,344079010.0,,,,,,,,,,,,,,,,,1290214002.0
2019-06-25,950584992.0,346116868.0,,,,,,,,,,,,,,,,,1296701860.0
2019-06-26,971344952.0,344985307.0,,,,,,,,,,,,,,,,,1316330259.0
2019-06-27,973855234.0,353933898.0,,,,,,,,,,,,,,,,,1327789132.0
2019-06-28,976971719.0,360296756.0,,,,,,,,,,,,,,,,,1337268475.0
2019-06-29,991686771.0,363288305.0,,,,,,,,,,,,,,,,,1354975076.0
2019-06-30,1018686771.0,365988769.0,,,,,,,,,,,,,,,,,1384675540.0
2019-07-01,1018686771.0,365817341.0,,,,,,,,,,,,,,,,,1384504112.0
2019-07-02,1052886571.0,367304917.0,,,,,,,,,,,,,,,,,1420191488.0
2019-07-03,1064700516.0,369480937.0,,,,,,,,,,,,,,,,,1434181453.0
2019-07-04,1117763714.0,366531958.0,,,,,,,,,,,,,,,,,1484295672.0
2019-07-05,1154798664.0,366573270.0,,,,,,,,,,,,,,,,,1521371934.0
2019-07-06,1198996258.0,367096485.0,,,,,,,,,,,,,,,,,1566092743.0
2019-07-07,1214489258.0,369287726.0,,,,,,,,,,,,,,,,,1583776984.0
2019-07-08,1224479258.0,369269681.0,,,,,,,,,,,,,,,,,1593748939.0
2019-07-09,1292220107.0,375624614.0,,,,,,,,,,,,,,,,,1667844721.0
2019-07-10,1338682761.0,375118553.0,,,,,,,,,,,,,,,,,1713801314.0
2019-07-11,1339976483.0,377355794.0,,,,,,,,,,,,,,,,,1717332277.0
2019-07-12,1369959131.0,377319322.0,,,,,,,,,,,,,,,,,1747278453.0
2019-07-13,1445671546.0,381241205.0,,,,,,,,,,,,,,,,,1826912751.0
2019-07-14,1445671546.0,381732327.0,,,,,,,,,,,,,,,,,1827403873.0
2019-07-15,1450671546.0,381897453.0,,,,,,,,,,,,,,,,,1832568999.0
2019-07-16,1470541240.0,382693186.0,,,,,,,,,,,,,,,,,1853234426.0
2019-07-17,1482675948.0,402729440.0,,,,,,,,,,,,,,,,,1885405388.0
2019-07-18,1496459979.0,423473726.0,,,,,,,,,,,,,,,,,1919933705.0
2019-07-19,1520965719.0,422363494.0,,,,,,,,,,,,,,,,,1943329213.0
2019-07-20,1536673681.0,404521211.0,,,,,,,,,,,,,,,,,1941194892.0
2019-07-21,1537823681.0,404655585.0,,,,,,,,,,,,,,,,,1942479266.0
2019-07-22,1537823681.0,404216328.0,,,,,,,,,,,,,,,,,1942040009.0
2019-07-23,1539545357.0,404970069.0,,,,,,,,,,,,,,,,,1944515426.0
2019-07-24,1535328857.0,403366211.0,,,,,,,,,,,,,,,,,1938695068.0
2019-07-25,1534625357.0,421092447.0,,,,,,,,,,,,,,,,,1955717804.0
2019-07-26,1535399357.0,420165331.0,,,,,,,,,,,,,,,,,1955564688.0
2019-07-27,1525400257.0,423072340.0,,,,,,,,,,,,,,,,,1948472597.0
2019-07-28,1528397257.0,423020198.0,,,,,,,,,,,,,,,,,1951417455.0
2019-07-29,1528397257.0,423005442.0,,,,,,,,,,,,,,,,,1951402699.0
2019-07-30,1528397257.0,436283752.0,,,,,,,,,,,,,,,,,1964681009.0
2019-07-31,1531149115.0,436404605.0,,,,,,,,,,,,,,,,,1967553720.0
2019-08-01,1531097715.0,435311473.0,,,,,,,,,,,,,,,,,1966409188.0
2019-08-02,1531097715.0,428326985.0,,,,,,,,,,,,,,,,,1959424700.0
2019-08-03,1531097715.0,421822767.0,,,,,,,,,,,,,,,,,1952920482.0
2019-08-04,1531097715.0,422934750.0,,,,,,,,,,,,,,,,,1954032465.0
2019-08-05,1537092715.0,421973022.0,,,,,,,,,,,,,,,,,1959065737.0
2019-08-06,1624766711.0,429731224.0,,,,,,,,,,,,,,,,,2054497935.0
2019-08-07,1624766711.0,432496414.0,,,,,,,,,,,,,,,,,2057263125.0
2019-08-08,1633616711.0,431972381.0,,,,,,,,,,,,,,,,,2065589092.0
2019-08-09,1632797211.0,431845773.0,,,,,,,,,,,,,,,,,2064642984.0
2019-08-10,1633299804.0,421157155.0,,,,,,,,,,,,,,,,,2054456959.0
2019-08-11,1633299804.0,423186166.0,,,,,,,,,,,,,,,,,2056485970.0
2019-08-12,1633299804.0,422866515.0,,,,,,,,,,,,,,,,,2056166319.0
2019-08-13,1632630804.0,422260002.0,,,,,,,,,,,,,,,,,2054890806.0
2019-08-14,1632630804.0,421214437.0,,,,,,,,,,,,,,,,,2053845241.0
2019-08-15,1632630804.0,418415908.0,,,,,,,,,,,,,,,,,2051046712.0
2019-08-16,1633234309.0,418460075.0,,,,,,,,,,,,,,,,,2051694384.0
2019-08-17,1633683189.0,420045322.0,,,,,,,,,,,,,,,,,2053728511.0
2019-08-18,1633683189.0,419038831.0,,,,,,,,,,,,,,,,,2052722020.0
2019-08-19,1633683189.0,419868419.0,,,,,,,,,,,,,,,,,2053551608.0
2019-08-20,1633982869.0,417515666.0,,,,,,,,,,,,,,,,,2051498535.0
2019-08-21,1633982869.0,416023534.0,,,,,,,,,,,,,,,,,2050006403.0
2019-08-22,1633982869.0,438219467.0,,,,,,,,,,,,,,,,,2072202336.0
2019-08-23,1634184859.0,438713125.0,,,,,,,,,,,,,,,,,2072897984.0
2019-08-24,1639182859.0,437941226.0,,,,,,,,,,,,,,,,,2077124085.0
2019-08-25,1639182859.0,436859997.0,,,,,,,,,,,,,,,,,2076042856.0
2019-08-26,1641180859.0,436195300.0,,,,,,,,,,,,,,,,,2077376159.0
2019-08-27,1646180859.0,428519797.0,,,,,,,,,,,,,,,,,2074700656.0
2019-08-28,1645520859.0,424369801.0,,,,,,,,,,,,,,,,,2069890660.0
2019-08-29,1651549974.0,424683984.0,,,,,,,,,,,,,,,,,2076233958.0
2019-08-30,1654134367.0,448452593.0,,,,,,,,,,,,,,,,,2102586960.0
2019-08-31,1654491284.0,452419487.0,,,,,,,,,,,,,,,,,2106910771.0
2019-09-01,1653734684.0,452428072.0,,,,,,,,,,,,,,,,,2106162756.0
2019-09-02,1652534684.0,452413946.0,,,,,,,,,,,,,,,,,2104948630.0
2019-09-03,1662532684.0,443452758.0,,,,,,,,,,,,,,,,,2105985442.0
2019-09-04,1673481641.0,442171906.0,,,,,,,,,,,,,,,,,2115653547.0
2019-09-05,1681261556.0,428450819.0,,,,,,,,,,,,,,,,,2109712375.0
2019-09-06,1686256556.0,451791010.0,,,,,,,,,,,,,,,,,2138047566.0
2019-09-07,1715060524.0,445232029.0,,,,,,,,,,,,,,,,,2160292553.0
2019-09-08,1717058524.0,445509316.0,,,,,,,,,,,,,,,,,2162567840.0
2019-09-09,1717058524.0,442376632.0,,,,,,,,,,,,,,,,,2159435156.0
2019-09-10,1722058524.0,438697811.0,,,,,,,,,,,,,,,,,2160756335.0
2019-09-11,1734058534.0,437711128.0,,,,,,,,,,,,,,,,,2171769662.0
2019-09-12,1733435434.0,434972426.0,,,,,,,,,,,,,,,,,2168407860.0
2019-09-13,2037709444.0,433836611.0,,,,,,,,,,,,,,,,,2471546055.0
2019-09-14,2050911932.0,426869924.0,,,,,,,,,,,,,,,,,2477781856.0
2019-09-15,2053409432.0,426401678.0,,,,,,,,,,,,,,,,,2479811110.0
2019-09-16,2053409432.0,425847567.0,,,,,,,,,,,,,,,,,2479256999.0
2019-09-17,2053409432.0,421413662.0,,,,,,,,,,,,,,,,,2474823094.0
2019-09-18,2053409432.0,412914020.0,,,,,,,,,,,,,,,,,2466323452.0
2019-09-19,2051764232.0,402992023.0,,,,,,,,,,,,,,,,,2454756255.0
2019-09-20,2056759232.0,399942463.0,,,,,,,,,,,,,,,,,2456701695.0
2019-09-21,2056759232.0,393136351.0,,,,,,,,,,,,,,,,,2449895583.0
2019-09-22,2056759232.0,392550202.0,,,,,,,,,,,,,,,,,2449309434.0
2019-09-23,2057183687.0,392163805.0,,,,,,,,,,,,,,,,,2449347492.0
2019-09-24,2057183687.0,388697809.0,,,,,,,,,,,,,,,,,2445881496.0
2019-09-25,2067411602.0,387621672.0,,,,,,,,,,,,,,,,,2455033274.0
2019-09-26,2062166022.0,415683471.0,,,,,,,,,,,,,,,,,2477849493.0
2019-09-27,2061376256.0,417581960.0,,,,,,,,,,,,,,,,,2478958216.0
2019-09-28,2064248043.0,424356030.0,,,,,,,,,,,,,,,,,2488604073.0
2019-09-29,2066246043.0,428465344.0,,,,,,,,,,,,,,,,,2494711387.0
2019-09-30,2072246043.0,427689979.0,,,,,,,,,,,,,,,,,2499936022.0
2019-10-01,2084501879.0,426783476.0,,,,,,,,,,,,,,,,,2511285355.0
2019-10-02,2102686979.0,425078740.0,,,,,,,,,,,,,,,,,2527765719.0
2019-10-03,2104686979.0,455726852.0,,,,,,,,,,,,,,,,,2560413831.0
2019-10-04,2117286979.0,473561867.0,,,,,,,,,,,,,,,,,2590848846.0
2019-10-05,2121869473.0,474228189.0,,,,,,,,,,,,,,,,,2596097662.0
2019-10-06,2123369473.0,474032948.0,,,,,,,,,,,,,,,,,2597402421.0
2019-10-07,2144757073.0,473614439.0,,,,,,,,,,,,,,,,,2618371512.0
2019-10-08,2156749073.0,469359931.0,,,,,,,,,,,,,,,,,2626109004.0
2019-10-09,2160048773.0,465782852.0,,,,,,,,,,,,,,,,,2625831625.0
2019-10-10,2165548773.0,461220659.0,,,,,,,,,,,,,,,,,2626769432.0
2019-10-11,2195736273.0,451796885.0,,,,,,,,,,,,,,,,,2647533158.0
2019-10-12,2190897439.0,467081703.0,,,,,,,,,,,,,,,,,2657979142.0
2019-10-13,2190897439.0,467067508.0,,,,,,,,,,,,,,,,,2657964947.0
2019-10-14,2193397439.0,467061348.0,,,,,,,,,,,,,,,,,2660458787.0
2019-10-15,2191397439.0,466935012.0,,,,,,,,,,,,,,,,,2658332451.0
2019-10-16,2192945868.0,469068028.0,,,,,,,,,,,,,,,,,2662013896.0
2019-10-17,2193065704.0,473380866.0,,,,,,,,,,,,,,,,,2666446570.0
2019-10-18,2213765704.0,473099659.0,,,,,,,,,,,,,,,,,2686865363.0
2019-10-19,2223765704.0,473920654.0,,,,,,,,,,,,,,,,,2697686358.0
2019-10-20,2231765704.0,474269373.0,,,,,,,,,,,,,,,,,2706035077.0
2019-10-21,2261760704.0,474220641.0,,,,,,,,,,,,,,,,,2735981345.0
2019-10-22,2268658799.0,476325471.0,,,,,,,,,,,,,,,,,2744984270.0
2019-10-23,2282400049.0,460925875.0,,,,,,,,,,,,,,,,,2743325924.0
2019-10-24,2368400049.0,462962812.0,,,,,,,,,,,,,,,,,2831362861.0
2019-10-25,2454464536.0,477414570.0,,,,,,,,,,,,,,,,,2931879106.0
2019-10-26,2393704682.0,481488568.0,,,,,,,,,,,,,,,,,2875193250.0
2019-10-27,2398873682.0,480945151.0,,,,,,,,,,,,,,,,,2879818833.0
2019-10-28,2399859682.0,475180657.0,,,,,,,,,,,,,,,,,2875040339.0
2019-10-29,2400634371.0,473190303.0,,,,,,,,,,,,,,,,,2873824674.0
2019-10-30,2734740577.0,470717130.0,,,,,,,,,,,,,,,,,3205457707.0
2019-10-31,2750957480.0,466272090.0,,,,,,,,,,,,,,,,,3217229570.0
2019-11-01,2729174280.0,462015843.0,,,,,,,,,,,,,,,,,3191190123.0
2019-11-02,2741469913.0,454513565.0,,,,,,,,,,,,,,,,,3195983478.0
2019-11-03,2741519963.0,468605752.0,,,,,,,,,,,,,,,,,3210125715.0
2019-11-04,2744019963.0,467034517.0,,,,,,,,,,,,,,,,,3211054480.0
2019-11-05,2746903803.0,446446123.0,,,,,,,,,,,,,,,,,3193349926.0
2019-11-06,2751005283.0,468005308.0,,,,,,,,,,,,,,,,,3219010591.0
2019-11-07,2752040283.0,458302373.0,,,,,,,,,,,,,,,,,3210342656.0
2019-11-08,2753605283.0,455935456.0,,,,,,,,,,,,,,,,,3209540739.0
2019-11-09,2754935470.0,452704893.0,,,,,,,,,,,,,,,,,3207640363.0
2019-11-10,2754935470.0,452172599.0,,,,,,,,,,,,,,,,,3207108069.0
2019-11-11,2754935470.0,451662057.0,,,,,,,,,,,,,,,,,3206597527.0
2019-11-12,2754935470.0,450395901.0,,,,,,,,,,,,,,,,,3205331371.0
2019-11-13,2755110470.0,449566268.0,,,,,,,,,,,,,,,,,3204676738.0
2019-11-14,2755293287.0,447205866.0,,,,,,,,,,,,,,,,,3202499153.0
2019-11-15,2755349391.0,439137903.0,,,,,,,,,,,,,,,,,3194487294.0
2019-11-16,2755489251.0,438712842.0,,,,,,,,,,,,,,,,,3194202093.0
2019-11-17,2755489251.0,441438236.0,,,,,,,,,,,,,,,,,3196927487.0
2019-11-18,2755660251.0,441387718.0,,,,,,,,,,,,,,,,,3197047969.0
2019-11-19,2756133451.0,441757795.0,1827422.0,,,,,,,,,,,,,,,,3199718668.0
2019-11-20,2757133451.0,439684403.0,7446885.0,,,,,,,,,,,,,,,,3204264739.0
2019-11-21,2759241451.0,430637524.0,9798854.0,,,,,,,,,,,,,,,,3199677829.0
2019-11-22,2776725451.0,441812625.0,13541055.0,,,,,,,,,,,,,,,,3232079131.0
2019-11-23,2807725451.0,441423130.0,15682080.0,,,,,,,,,,,,,,,,3264830661.0
2019-11-24,2777725451.0,443513861.0,18165767.0,,,,,,,,,,,,,,,,3239405079.0
2019-11-25,2782720451.0,443480963.0,18273066.0,,,,,,,,,,,,,,,,3244474480.0
